dataset,method,mapping,auc,f1,n_test,n_crash,n_epochs_gan,n_epochs_enc,batch_size,n_critic
EURUSD,standalone_ref,exponential,0.5743722943722944,0.07228915662650602,152,75,20,20,32,2
