stock,excel,n_scores,n_tadgan_anomaly_windows,report,cosine_accuracy,cosine_precision_crash,cosine_recall_crash,cosine_f1_crash,cosine_auc_crash,cosine_tp_crash,cosine_fp_crash,cosine_tn_normal,cosine_fn_crash,cosine_n_samples,cosine_n_crash,cosine_n_normal,cosine_threshold,cosine_future_pred_crash_rate,exponential_accuracy,exponential_precision_crash,exponential_recall_crash,exponential_f1_crash,exponential_auc_crash,exponential_tp_crash,exponential_fp_crash,exponential_tn_normal,exponential_fn_crash,exponential_n_samples,exponential_n_crash,exponential_n_normal,exponential_threshold,exponential_future_pred_crash_rate,arctan_accuracy,arctan_precision_crash,arctan_recall_crash,arctan_f1_crash,arctan_auc_crash,arctan_tp_crash,arctan_fp_crash,arctan_tn_normal,arctan_fn_crash,arctan_n_samples,arctan_n_crash,arctan_n_normal,arctan_threshold,arctan_future_pred_crash_rate,arccosh_accuracy,arccosh_precision_crash,arccosh_recall_crash,arccosh_f1_crash,arccosh_auc_crash,arccosh_tp_crash,arccosh_fp_crash,arccosh_tn_normal,arccosh_fn_crash,arccosh_n_samples,arccosh_n_crash,arccosh_n_normal,arccosh_threshold,arccosh_future_pred_crash_rate,ensemble_accuracy,ensemble_precision_crash,ensemble_recall_crash,ensemble_f1_crash,ensemble_auc_crash,ensemble_tp_crash,ensemble_fp_crash,ensemble_tn_normal,ensemble_fn_crash,ensemble_n_samples,ensemble_n_crash,ensemble_n_normal,ensemble_future_pred_crash_rate,ensemble_threshold
US1M_BOND_COVID200_daily,D:\tadgan_gaf\f_anogan\market_crash-main\eurusd_1day\excel_hybrid_bond_1m30y\US1M_BOND_COVID200_daily_final2.xlsx,1273,108,D:\tadgan_gaf\f_anogan\market_crash-main\bond_1m_30y_compare_e20\hybrid\US1M_BOND_COVID200_daily\hybrid_four_gaf_report.xlsx,0.53,0.3333333333333333,0.021739130434782608,0.04081632653061224,0.428341384863124,2,4,104,90,200,92,108,0.14598418027162552,0.88,0.49,0.0,0.0,0.0,0.45913848631239934,0,10,98,92,200,92,108,0.10160471573472014,0.0,0.515,0.0,0.0,0.0,0.4069041867954911,0,5,103,92,200,92,108,0.05058818608522415,0.81,0.53,0.0,0.0,0.0,0.43609098228663445,0,2,106,92,200,92,108,0.08287587910890577,0.6,0.51,0.0,0.0,0.0,0.4155595813204509,0,6,102,92,200,92,108,0.0,1.7373632618536876
US30Y_BOND_COVID200_daily,D:\tadgan_gaf\f_anogan\market_crash-main\eurusd_1day\excel_hybrid_bond_1m30y\US30Y_BOND_COVID200_daily_final2.xlsx,1273,78,D:\tadgan_gaf\f_anogan\market_crash-main\bond_1m_30y_compare_e20\hybrid\US30Y_BOND_COVID200_daily\hybrid_four_gaf_report.xlsx,0.795,0.0,0.0,0.0,0.4008283479061206,0,0,159,41,200,41,159,0.15492115467786782,0.0,0.8,1.0,0.024390243902439025,0.047619047619047616,0.46372142966712687,1,0,159,40,200,41,159,0.13250195831060402,0.0,0.795,0.0,0.0,0.0,0.4802883877895383,0,0,159,41,200,41,159,0.04806952066719531,0.0,0.795,0.5,0.024390243902439025,0.046511627906976744,0.17794140205553,1,1,158,40,200,41,159,0.09701012223958967,0.0,0.77,0.2727272727272727,0.07317073170731707,0.11538461538461539,0.35956435036048473,3,8,151,38,200,41,159,0.075,1.3537822201101783
