dataset,method,mapping,auc,f1,n_test,n_crash,n_epochs_gan,n_epochs_enc,batch_size,n_critic
EURUSD,standalone_ref,exponential,0.3667377398720682,0.13513513513513514,130,67,20,20,32,2
