dataset,method,mapping,auc,f1,n_test,n_crash,n_epochs_gan,n_epochs_enc,batch_size,n_critic
EURUSD,hybrid_true,cosine,0.5813186813186814,0.041666666666666664,107,42,20,20,32,2
