dataset,method,mapping,auc,f1,n_test,n_crash,n_epochs_gan,n_epochs_enc,batch_size,n_critic
EURUSD,hybrid_true,exponential,0.6732600732600732,0.16666666666666666,107,42,20,20,32,2
