dataset,method,mapping,auc,f1,n_test,n_crash,n_epochs_gan,n_epochs_enc,batch_size,n_critic
USOIL,hybrid_true,arccosh,0.6532616753150482,0.20253164556962025,147,71,20,20,32,2
