dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
EURUSD,anomaly_transformer,exponential,,0.0,0.0002804166288115084,0.0,0.0002804166288115084,132,0,1
