stock_name,method,mapping,n_train_normal,n_test_total,n_test_normal,n_test_crash,threshold,accuracy,precision,recall,f1,auc,mean_train_score,mean_test_score
D:\tadgan_gaf\exponential_gaf\Iran_new_run\results\USOIL,dagmm,exponential,2323,106,66,40,-3.069962978363037,0.7169811320754716,0.6666666666666666,0.5,0.5714285714285714,0.771969696969697,-6.908070087432861,-3.9131581783294678
