job_name,dataset,scenario,model,method,n_train_normal,n_test_total,n_test_normal,n_test_crash,threshold,accuracy,precision,recall,f1,auc,mean_train_score,mean_test_score
US3M_BOND_COVID200_daily_CNN_AE,US3M,COVID-19 market crash,cnn_autoencoder,exponential,897,200,148,52,0.058361537754535675,0.695,0.3333333333333333,0.17307692307692307,0.22784810126582278,0.4961018711018711,0.02139795944094658,0.02808312326669693
US3M_BOND_COVID200_daily_CNN_AE,US3M,COVID-19 market crash,cnn_autoencoder,cosine,897,200,148,52,0.04577780142426491,0.71,0.35,0.1346153846153846,0.19444444444444445,0.4549116424116424,0.020665500313043594,0.02483789436519146
US3M_BOND_COVID200_daily_CNN_AE,US3M,COVID-19 market crash,cnn_autoencoder,arctan,897,200,148,52,0.008328483439981937,0.74,0.5,0.11538461538461539,0.1875,0.5168918918918919,0.0032849537674337626,0.003712381236255169
US3M_BOND_COVID200_daily_CNN_AE,US3M,COVID-19 market crash,cnn_autoencoder,arccosh,897,200,148,52,0.015472828410565853,0.7,0.0,0.0,0.0,0.2800155925155925,0.006066458765417337,0.006210010498762131
