episode,asset,method,mapping,target_far,k,tau,control_far,first_alarm,lead_days,event_alarm_rate,n_event_windows,n_control_windows
Chinese,GOLD,hybrid2,exponential,0.1,2,0.205688,0.0938,2023-09-15,-28.0,0.102,147,128
Chinese,GOLD,hybrid2,exponential,0.1,3,0.199403,0.0938,2023-09-18,-29.0,0.0816,147,128
Chinese,GOLD,hybrid2,exponential,0.2,1,0.195101,0.1953,2023-08-02,3.0,0.1429,147,128
Chinese,GOLD,hybrid2,exponential,0.2,2,0.175812,0.1953,2023-08-11,-4.0,0.1156,147,128
Chinese,GOLD,hybrid2,exponential,0.2,3,0.169319,0.1953,2023-08-14,-5.0,0.0952,147,128
Chinese,GOLD,isolation_forest,exponential,0.05,1,0.584438,0.0469,,,0.0,147,128
Chinese,GOLD,isolation_forest,exponential,0.05,2,0.575674,0.0469,,,0.0,147,128
Chinese,GOLD,isolation_forest,exponential,0.05,3,0.57226,0.0469,,,0.0,147,128
Chinese,GOLD,isolation_forest,exponential,0.1,1,0.573041,0.0938,,,0.0,147,128
Chinese,GOLD,isolation_forest,exponential,0.1,2,0.56355,0.0859,,,0.0,147,128
Chinese,GOLD,isolation_forest,exponential,0.1,3,0.551293,0.0938,,,0.0,147,128
Chinese,GOLD,isolation_forest,exponential,0.2,1,0.540819,0.1953,2023-11-22,-76.0,0.0068,147,128
Chinese,GOLD,isolation_forest,exponential,0.2,2,0.536837,0.1953,2023-08-10,-3.0,0.0068,147,128
Chinese,GOLD,isolation_forest,exponential,0.2,3,0.526657,0.1797,2023-08-07,0.0,0.0476,147,128
Chinese,GOLD,omnianomaly,exponential,0.05,1,0.356873,0.0469,2023-07-19,13.0,0.2245,147,128
Chinese,GOLD,omnianomaly,exponential,0.05,2,0.336042,0.0469,2023-07-19,13.0,0.2721,147,128
Chinese,GOLD,omnianomaly,exponential,0.05,3,0.264316,0.0391,2023-07-20,12.0,0.5646,147,128
Chinese,GOLD,omnianomaly,exponential,0.1,1,0.271164,0.0938,2023-07-18,14.0,0.6531,147,128
Chinese,GOLD,omnianomaly,exponential,0.1,2,0.260372,0.0938,2023-07-19,13.0,0.6463,147,128
Chinese,GOLD,omnianomaly,exponential,0.1,3,0.255412,0.0938,2023-07-20,12.0,0.6531,147,128
Chinese,GOLD,omnianomaly,exponential,0.2,1,0.242427,0.1953,2023-07-18,14.0,0.8299,147,128
Chinese,GOLD,omnianomaly,exponential,0.2,2,0.238873,0.1953,2023-07-19,13.0,0.7959,147,128
Chinese,GOLD,omnianomaly,exponential,0.2,3,0.229909,0.1953,2023-07-20,12.0,0.7891,147,128
Chinese,GOLD,one_class_svm,exponential,0.05,1,0.371828,0.0469,,,0.0,147,128
Chinese,GOLD,one_class_svm,exponential,0.05,2,0.238907,0.0469,2023-08-11,-4.0,0.0068,147,128
Chinese,GOLD,one_class_svm,exponential,0.05,3,0.205653,0.0391,,,0.0,147,128
Chinese,GOLD,one_class_svm,exponential,0.1,1,0.205653,0.0938,2023-08-10,-3.0,0.0136,147,128
Chinese,GOLD,one_class_svm,exponential,0.1,2,0.116963,0.0938,2023-08-10,-3.0,0.0204,147,128
Chinese,GOLD,one_class_svm,exponential,0.1,3,0.01571,0.0938,2023-08-11,-4.0,0.0136,147,128
Chinese,GOLD,one_class_svm,exponential,0.2,1,-0.020019,0.1953,2023-07-20,12.0,0.0476,147,128
Chinese,GOLD,one_class_svm,exponential,0.2,2,-0.107127,0.1953,2023-07-21,11.0,0.0408,147,128
Chinese,GOLD,one_class_svm,exponential,0.2,3,-0.12541,0.1953,2023-07-21,11.0,0.0408,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.05,1,0.160799,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.05,2,0.153976,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.05,3,0.153085,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.1,1,0.153085,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.1,2,0.149898,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.1,3,0.145326,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.2,1,0.141804,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.2,2,0.134414,0.1875,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arccosh,0.2,3,0.124988,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.05,1,0.015942,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.05,2,0.01355,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.05,3,0.011906,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.1,1,0.014356,0.0938,2024-01-12,-110.0,0.0068,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.1,2,0.012364,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.1,3,0.01108,0.0859,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.2,1,0.012499,0.1953,2024-01-12,-110.0,0.0136,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.2,2,0.010912,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,arctan,0.2,3,0.010258,0.1953,2024-01-11,-109.0,0.0136,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.05,1,0.2029,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.05,2,0.180672,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.05,3,0.153796,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.1,1,0.1673,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.1,2,0.153588,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.1,3,0.148945,0.0781,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.2,1,0.148945,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.2,2,0.140551,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,cosine,0.2,3,0.135436,0.1797,,,0.0,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.05,1,0.260787,0.0469,2023-09-14,-27.0,0.0408,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.05,2,0.230898,0.0469,2023-09-15,-28.0,0.0544,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.05,3,0.226946,0.0469,2023-09-18,-29.0,0.0408,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.1,1,0.230898,0.0938,2023-09-14,-27.0,0.0816,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.1,2,0.205688,0.0938,2023-09-15,-28.0,0.102,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.1,3,0.199403,0.0938,2023-09-18,-29.0,0.0816,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.2,1,0.195101,0.1953,2023-08-02,3.0,0.1429,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.2,2,0.175812,0.1953,2023-08-11,-4.0,0.1156,147,128
Chinese,GOLD,standalone_fanogan,exponential,0.2,3,0.169319,0.1953,2023-08-14,-5.0,0.0952,147,128
Chinese,GOLD,standalone_tadgan,-,0.05,1,0.608616,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.05,2,0.606382,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.05,3,0.604741,0.0469,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.1,1,0.597925,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.1,2,0.595416,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.1,3,0.592315,0.0938,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.2,1,0.564174,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.2,2,0.560528,0.1953,,,0.0,147,128
Chinese,GOLD,standalone_tadgan,-,0.2,3,0.556801,0.1953,,,0.0,147,128
Chinese,GOLD,tranad,exponential,0.05,1,0.039307,0.0469,2023-07-18,14.0,0.6122,147,128
Chinese,GOLD,tranad,exponential,0.05,2,0.034704,0.0469,2023-07-19,13.0,0.6327,147,128
Chinese,GOLD,tranad,exponential,0.05,3,0.02975,0.0469,2023-07-20,12.0,0.7075,147,128
Chinese,GOLD,tranad,exponential,0.1,1,0.033999,0.0938,2023-07-18,14.0,0.7143,147,128
Chinese,GOLD,tranad,exponential,0.1,2,0.028178,0.0938,2023-07-19,13.0,0.8095,147,128
Chinese,GOLD,tranad,exponential,0.1,3,0.025707,0.0859,2023-07-20,12.0,0.8027,147,128
Chinese,GOLD,tranad,exponential,0.2,1,0.027046,0.1953,2023-07-18,14.0,0.8503,147,128
Chinese,GOLD,tranad,exponential,0.2,2,0.023795,0.1953,2023-07-19,13.0,0.8639,147,128
Chinese,GOLD,tranad,exponential,0.2,3,0.023059,0.1875,2023-07-20,12.0,0.8639,147,128
Chinese,GOLD,usad,exponential,0.05,1,1.521141,0.0469,2023-09-27,-36.0,0.0272,147,128
Chinese,GOLD,usad,exponential,0.05,2,1.506428,0.0391,2023-09-28,-37.0,0.0272,147,128
Chinese,GOLD,usad,exponential,0.05,3,1.490318,0.0469,2024-01-12,-110.0,0.0136,147,128
Chinese,GOLD,usad,exponential,0.1,1,1.502708,0.0938,2023-09-27,-36.0,0.0476,147,128
Chinese,GOLD,usad,exponential,0.1,2,1.474286,0.0938,2023-09-18,-29.0,0.0952,147,128
Chinese,GOLD,usad,exponential,0.1,3,1.463334,0.0938,2023-09-19,-30.0,0.068,147,128
Chinese,GOLD,usad,exponential,0.2,1,1.458646,0.1953,2023-09-15,-28.0,0.1429,147,128
Chinese,GOLD,usad,exponential,0.2,2,1.438149,0.1953,2023-09-15,-28.0,0.1429,147,128
Chinese,GOLD,usad,exponential,0.2,3,1.385424,0.1953,2023-08-21,-10.0,0.2109,147,128
Chinese,EURUSD,anomaly_transformer,exponential,0.05,1,0.008008,0.0455,2023-08-09,-2.0,0.0461,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.05,2,0.003906,0.0455,2023-08-09,-2.0,0.0592,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.05,3,0.002709,0.0455,2023-08-01,4.0,0.0658,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.1,1,0.003266,0.0985,2023-07-31,5.0,0.1118,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.1,2,0.002356,0.0985,2023-07-31,5.0,0.1053,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.1,3,0.001833,0.0985,2023-08-01,4.0,0.1053,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.2,1,0.001789,0.197,2023-07-28,6.0,0.1842,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.2,2,0.001701,0.1894,2023-07-31,5.0,0.1316,152,132
Chinese,EURUSD,anomaly_transformer,exponential,0.2,3,0.001538,0.1818,2023-08-01,4.0,0.1053,152,132
Chinese,EURUSD,dagmm,exponential,0.05,1,11.039864,0.0455,,,0.0,152,132
Chinese,EURUSD,dagmm,exponential,0.05,2,2.539624,0.0455,2023-08-14,-5.0,0.0461,152,132
Chinese,EURUSD,dagmm,exponential,0.05,3,-0.608824,0.0455,2023-07-18,14.0,0.0987,152,132
Chinese,EURUSD,dagmm,exponential,0.1,1,1.78488,0.0985,2023-07-14,16.0,0.1118,152,132
Chinese,EURUSD,dagmm,exponential,0.1,2,-0.608824,0.0985,2023-07-17,15.0,0.1382,152,132
Chinese,EURUSD,dagmm,exponential,0.1,3,-3.626483,0.0985,2023-07-18,14.0,0.3553,152,132
Chinese,EURUSD,dagmm,exponential,0.2,1,-0.665647,0.197,2023-07-14,16.0,0.1842,152,132
Chinese,EURUSD,dagmm,exponential,0.2,2,-3.971718,0.197,2023-07-17,15.0,0.5789,152,132
Chinese,EURUSD,dagmm,exponential,0.2,3,-4.817244,0.1818,2023-07-18,14.0,0.8224,152,132
Chinese,EURUSD,deep_svdd,exponential,0.05,1,0.000564,0.0455,2023-11-03,-64.0,0.0066,152,132
Chinese,EURUSD,deep_svdd,exponential,0.05,2,0.000463,0.0455,2023-11-03,-64.0,0.0132,152,132
Chinese,EURUSD,deep_svdd,exponential,0.05,3,0.000368,0.0455,2023-11-06,-65.0,0.0132,152,132
Chinese,EURUSD,deep_svdd,exponential,0.1,1,0.000469,0.0985,2023-10-20,-54.0,0.0329,152,132
Chinese,EURUSD,deep_svdd,exponential,0.1,2,0.000368,0.0985,2023-11-03,-64.0,0.0329,152,132
Chinese,EURUSD,deep_svdd,exponential,0.1,3,0.000317,0.0985,2023-11-01,-62.0,0.0592,152,132
Chinese,EURUSD,deep_svdd,exponential,0.2,1,0.000361,0.197,2023-10-20,-54.0,0.0921,152,132
Chinese,EURUSD,deep_svdd,exponential,0.2,2,0.000278,0.1894,2023-10-26,-58.0,0.1053,152,132
Chinese,EURUSD,deep_svdd,exponential,0.2,3,0.00024,0.1818,2023-10-27,-59.0,0.0921,152,132
Chinese,EURUSD,hybrid2,arccosh,0.05,1,0.027754,0.0455,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.05,2,0.023691,0.0455,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.05,3,0.023194,0.0455,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.1,1,0.024035,0.0985,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.1,2,0.022213,0.0985,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.1,3,0.022147,0.0985,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.2,1,0.020731,0.197,2023-11-17,-74.0,0.0066,152,132
Chinese,EURUSD,hybrid2,arccosh,0.2,2,0.019017,0.197,,,0.0,152,132
Chinese,EURUSD,hybrid2,arccosh,0.2,3,0.016586,0.197,,,0.0,152,132
Chinese,EURUSD,hybrid2,arctan,0.05,1,0.011209,0.0455,2023-10-31,-61.0,0.0263,152,132
Chinese,EURUSD,hybrid2,arctan,0.05,2,0.010808,0.0379,2023-11-01,-62.0,0.0066,152,132
Chinese,EURUSD,hybrid2,arctan,0.05,3,0.008965,0.0303,2023-10-27,-59.0,0.0066,152,132
Chinese,EURUSD,hybrid2,arctan,0.1,1,0.010393,0.0985,2023-10-25,-57.0,0.0329,152,132
Chinese,EURUSD,hybrid2,arctan,0.1,2,0.008965,0.0909,2023-10-26,-58.0,0.0197,152,132
Chinese,EURUSD,hybrid2,arctan,0.1,3,0.008359,0.0909,2023-10-27,-59.0,0.0329,152,132
Chinese,EURUSD,hybrid2,arctan,0.2,1,0.008965,0.197,2023-10-23,-55.0,0.0592,152,132
Chinese,EURUSD,hybrid2,arctan,0.2,2,0.007602,0.197,2023-08-03,2.0,0.0658,152,132
Chinese,EURUSD,hybrid2,arctan,0.2,3,0.007169,0.197,2023-10-23,-55.0,0.0789,152,132
Chinese,EURUSD,hybrid2,cosine,0.05,1,0.187163,0.0455,2023-07-19,13.0,0.375,152,132
Chinese,EURUSD,hybrid2,cosine,0.05,2,0.160451,0.0379,2023-07-19,13.0,0.6382,152,132
Chinese,EURUSD,hybrid2,cosine,0.05,3,0.151348,0.0455,2023-07-18,14.0,0.7105,152,132
Chinese,EURUSD,hybrid2,cosine,0.1,1,0.159639,0.0985,2023-07-14,16.0,0.8092,152,132
Chinese,EURUSD,hybrid2,cosine,0.1,2,0.151348,0.0985,2023-07-17,15.0,0.7961,152,132
Chinese,EURUSD,hybrid2,cosine,0.1,3,0.142565,0.0909,2023-07-18,14.0,0.8355,152,132
Chinese,EURUSD,hybrid2,cosine,0.2,1,0.149738,0.197,2023-07-14,16.0,0.8947,152,132
Chinese,EURUSD,hybrid2,cosine,0.2,2,0.137577,0.197,2023-07-17,15.0,0.9145,152,132
Chinese,EURUSD,hybrid2,cosine,0.2,3,0.12734,0.1818,2023-07-18,14.0,0.9276,152,132
Chinese,EURUSD,hybrid2,exponential,0.05,1,0.250784,0.0455,2023-12-20,-97.0,0.0197,152,132
Chinese,EURUSD,hybrid2,exponential,0.05,2,0.230829,0.0455,2023-12-21,-98.0,0.0197,152,132
Chinese,EURUSD,hybrid2,exponential,0.05,3,0.198638,0.0455,2023-12-21,-98.0,0.0263,152,132
Chinese,EURUSD,hybrid2,exponential,0.1,1,0.205872,0.0985,2023-11-03,-64.0,0.0461,152,132
Chinese,EURUSD,hybrid2,exponential,0.1,2,0.192957,0.0909,2023-12-20,-97.0,0.0329,152,132
Chinese,EURUSD,hybrid2,exponential,0.1,3,0.173887,0.0909,2023-12-20,-97.0,0.0395,152,132
Chinese,EURUSD,hybrid2,exponential,0.2,1,0.165752,0.197,2023-11-03,-64.0,0.0658,152,132
Chinese,EURUSD,hybrid2,exponential,0.2,2,0.150054,0.197,2023-08-04,1.0,0.0658,152,132
Chinese,EURUSD,hybrid2,exponential,0.2,3,0.14288,0.1894,2023-12-20,-97.0,0.0461,152,132
Chinese,EURUSD,isolation_forest,exponential,0.05,1,0.562248,0.0455,2023-08-02,3.0,0.0395,152,132
Chinese,EURUSD,isolation_forest,exponential,0.05,2,0.552642,0.0455,2023-08-02,3.0,0.0461,152,132
Chinese,EURUSD,isolation_forest,exponential,0.05,3,0.552642,0.0379,2023-08-03,2.0,0.0329,152,132
Chinese,EURUSD,isolation_forest,exponential,0.1,1,0.550458,0.0985,2023-07-31,5.0,0.0724,152,132
Chinese,EURUSD,isolation_forest,exponential,0.1,2,0.542618,0.0909,2023-08-01,4.0,0.0592,152,132
Chinese,EURUSD,isolation_forest,exponential,0.1,3,0.539201,0.0985,2023-08-02,3.0,0.0526,152,132
Chinese,EURUSD,isolation_forest,exponential,0.2,1,0.538915,0.197,2023-07-14,16.0,0.125,152,132
Chinese,EURUSD,isolation_forest,exponential,0.2,2,0.534468,0.1894,2023-07-17,15.0,0.125,152,132
Chinese,EURUSD,isolation_forest,exponential,0.2,3,0.53028,0.1894,2023-08-01,4.0,0.1316,152,132
Chinese,EURUSD,omnianomaly,exponential,0.05,1,0.372233,0.0455,2023-07-28,6.0,0.125,152,132
Chinese,EURUSD,omnianomaly,exponential,0.05,2,0.35392,0.0455,2023-07-31,5.0,0.1316,152,132
Chinese,EURUSD,omnianomaly,exponential,0.05,3,0.337784,0.0455,2023-08-01,4.0,0.125,152,132
Chinese,EURUSD,omnianomaly,exponential,0.1,1,0.353381,0.0985,2023-07-28,6.0,0.1447,152,132
Chinese,EURUSD,omnianomaly,exponential,0.1,2,0.337581,0.0909,2023-07-31,5.0,0.1447,152,132
Chinese,EURUSD,omnianomaly,exponential,0.1,3,0.317774,0.0985,2023-08-01,4.0,0.1974,152,132
Chinese,EURUSD,omnianomaly,exponential,0.2,1,0.314476,0.197,2023-07-28,6.0,0.2895,152,132
Chinese,EURUSD,omnianomaly,exponential,0.2,2,0.304217,0.197,2023-07-31,5.0,0.2434,152,132
Chinese,EURUSD,omnianomaly,exponential,0.2,3,0.287317,0.197,2023-08-01,4.0,0.2763,152,132
Chinese,EURUSD,one_class_svm,exponential,0.05,1,0.813601,0.0455,2023-08-01,4.0,0.0263,152,132
Chinese,EURUSD,one_class_svm,exponential,0.05,2,0.586898,0.0455,2023-08-01,4.0,0.0329,152,132
Chinese,EURUSD,one_class_svm,exponential,0.05,3,0.429368,0.0379,2023-08-02,3.0,0.0263,152,132
Chinese,EURUSD,one_class_svm,exponential,0.1,1,0.463964,0.0985,2023-07-31,5.0,0.0461,152,132
Chinese,EURUSD,one_class_svm,exponential,0.1,2,0.228779,0.0985,2023-07-31,5.0,0.0526,152,132
Chinese,EURUSD,one_class_svm,exponential,0.1,3,0.196567,0.0985,2023-08-01,4.0,0.0395,152,132
Chinese,EURUSD,one_class_svm,exponential,0.2,1,0.169034,0.197,2023-07-28,6.0,0.0724,152,132
Chinese,EURUSD,one_class_svm,exponential,0.2,2,0.065828,0.197,2023-07-31,5.0,0.0592,152,132
Chinese,EURUSD,one_class_svm,exponential,0.2,3,-0.071112,0.197,2023-08-01,4.0,0.0461,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.05,1,0.027754,0.0455,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.05,2,0.023691,0.0455,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.05,3,0.023194,0.0455,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.1,1,0.024035,0.0985,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.1,2,0.022213,0.0985,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.1,3,0.022147,0.0985,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.2,1,0.020731,0.197,2023-11-17,-74.0,0.0066,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.2,2,0.019017,0.197,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arccosh,0.2,3,0.016586,0.197,,,0.0,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.05,1,0.011209,0.0455,2023-10-31,-61.0,0.0263,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.05,2,0.010808,0.0379,2023-11-01,-62.0,0.0066,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.05,3,0.008965,0.0303,2023-10-27,-59.0,0.0066,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.1,1,0.010393,0.0985,2023-10-25,-57.0,0.0329,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.1,2,0.008965,0.0909,2023-10-26,-58.0,0.0197,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.1,3,0.008359,0.0909,2023-10-27,-59.0,0.0329,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.2,1,0.008965,0.197,2023-10-23,-55.0,0.0592,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.2,2,0.007602,0.197,2023-08-03,2.0,0.0658,152,132
Chinese,EURUSD,standalone_fanogan,arctan,0.2,3,0.007169,0.197,2023-10-23,-55.0,0.0789,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.05,1,0.187163,0.0455,2023-07-19,13.0,0.375,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.05,2,0.160451,0.0379,2023-07-19,13.0,0.6382,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.05,3,0.151348,0.0455,2023-07-18,14.0,0.7105,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.1,1,0.159639,0.0985,2023-07-14,16.0,0.8092,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.1,2,0.151348,0.0985,2023-07-17,15.0,0.7961,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.1,3,0.142565,0.0909,2023-07-18,14.0,0.8355,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.2,1,0.149738,0.197,2023-07-14,16.0,0.8947,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.2,2,0.137577,0.197,2023-07-17,15.0,0.9145,152,132
Chinese,EURUSD,standalone_fanogan,cosine,0.2,3,0.12734,0.1818,2023-07-18,14.0,0.9276,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.05,1,0.250784,0.0455,2023-12-20,-97.0,0.0197,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.05,2,0.230829,0.0455,2023-12-21,-98.0,0.0197,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.05,3,0.198638,0.0455,2023-12-21,-98.0,0.0263,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.1,1,0.205872,0.0985,2023-11-03,-64.0,0.0461,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.1,2,0.192957,0.0909,2023-12-20,-97.0,0.0329,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.1,3,0.173887,0.0909,2023-12-20,-97.0,0.0395,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.2,1,0.165752,0.197,2023-11-03,-64.0,0.0658,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.2,2,0.150054,0.197,2023-08-04,1.0,0.0658,152,132
Chinese,EURUSD,standalone_fanogan,exponential,0.2,3,0.14288,0.1894,2023-12-20,-97.0,0.0461,152,132
Chinese,EURUSD,standalone_tadgan,-,0.05,1,1.70718,0.0455,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.05,2,1.680008,0.0455,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.05,3,1.668829,0.0455,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.1,1,1.61942,0.0985,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.1,2,1.606037,0.0909,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.1,3,1.605956,0.0985,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.2,1,1.398342,0.197,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.2,2,1.378326,0.197,,,0.0,152,132
Chinese,EURUSD,standalone_tadgan,-,0.2,3,1.376429,0.197,,,0.0,152,132
Chinese,EURUSD,tranad,exponential,0.05,1,0.030297,0.0455,2023-07-27,7.0,0.6974,152,132
Chinese,EURUSD,tranad,exponential,0.05,2,0.027034,0.0455,2023-07-28,6.0,0.7105,152,132
Chinese,EURUSD,tranad,exponential,0.05,3,0.024706,0.0455,2023-07-18,14.0,0.8026,152,132
Chinese,EURUSD,tranad,exponential,0.1,1,0.02712,0.0985,2023-07-14,16.0,0.7895,152,132
Chinese,EURUSD,tranad,exponential,0.1,2,0.024678,0.0909,2023-07-17,15.0,0.8421,152,132
Chinese,EURUSD,tranad,exponential,0.1,3,0.023105,0.0985,2023-07-18,14.0,0.9013,152,132
Chinese,EURUSD,tranad,exponential,0.2,1,0.023081,0.197,2023-07-14,16.0,0.9539,152,132
Chinese,EURUSD,tranad,exponential,0.2,2,0.019661,0.197,2023-07-17,15.0,0.9671,152,132
Chinese,EURUSD,tranad,exponential,0.2,3,0.017576,0.1894,2023-07-18,14.0,0.9868,152,132
Chinese,EURUSD,usad,exponential,0.05,1,1.556594,0.0455,,,0.0,152,132
Chinese,EURUSD,usad,exponential,0.05,2,1.534311,0.0455,,,0.0,152,132
Chinese,EURUSD,usad,exponential,0.05,3,1.523893,0.0455,,,0.0,152,132
Chinese,EURUSD,usad,exponential,0.1,1,1.521128,0.0985,2024-01-23,-121.0,0.0132,152,132
Chinese,EURUSD,usad,exponential,0.1,2,1.475576,0.0985,2023-09-29,-39.0,0.0197,152,132
Chinese,EURUSD,usad,exponential,0.1,3,1.455054,0.0985,2023-09-08,-24.0,0.0395,152,132
Chinese,EURUSD,usad,exponential,0.2,1,1.450572,0.197,2023-09-06,-22.0,0.1053,152,132
Chinese,EURUSD,usad,exponential,0.2,2,1.400405,0.197,2023-09-07,-23.0,0.1776,152,132
Chinese,EURUSD,usad,exponential,0.2,3,1.377787,0.197,2023-09-08,-24.0,0.2105,152,132
Iran 2025,USOIL,anomaly_transformer,exponential,0.05,1,0.015959,0.0469,,,0.0,106,128
Iran 2025,USOIL,anomaly_transformer,exponential,0.05,2,0.01431,0.0469,,,0.0,106,128
Iran 2025,USOIL,anomaly_transformer,exponential,0.05,3,0.01096,0.0469,,,0.0,106,128
Iran 2025,USOIL,anomaly_transformer,exponential,0.1,1,0.01096,0.0938,,,0.0,106,128
Iran 2025,USOIL,anomaly_transformer,exponential,0.1,2,0.00973,0.0938,,,0.0,106,128
