episode,asset,method,mapping,target_far,k,tau,control_far,first_alarm,lead_days,event_alarm_rate,n_event_windows,n_control_windows
Russia-Ukraine,USOIL,standalone_fanogan,arctan,0.2,2,0.011442,0.1875,2022-04-01,-34.0,0.032,125,128
Russia-Ukraine,USOIL,standalone_fanogan,arctan,0.2,3,0.010555,0.1875,2022-04-04,-35.0,0.016,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.05,1,0.140705,0.0469,2022-03-16,-22.0,0.08,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.05,2,0.130912,0.0469,2022-03-17,-23.0,0.064,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.05,3,0.125501,0.0469,2022-04-01,-34.0,0.04,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.1,1,0.130954,0.0938,2022-03-16,-22.0,0.112,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.1,2,0.112362,0.0938,2022-03-17,-23.0,0.128,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.1,3,0.104798,0.0938,2022-03-18,-24.0,0.144,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.2,1,0.104798,0.1953,2022-03-16,-22.0,0.216,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.2,2,0.097849,0.1953,2022-03-17,-23.0,0.184,125,128
Russia-Ukraine,USOIL,standalone_fanogan,cosine,0.2,3,0.093543,0.1953,2022-03-17,-23.0,0.184,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.05,1,0.463625,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.05,2,0.434351,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.05,3,0.414764,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.1,1,0.399093,0.0938,2022-04-25,-49.0,0.008,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.1,2,0.37545,0.0938,2022-04-26,-50.0,0.016,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.1,3,0.36225,0.0938,2022-04-26,-50.0,0.016,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.2,1,0.31169,0.1953,2022-04-06,-37.0,0.048,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.2,2,0.247754,0.1953,2022-04-06,-37.0,0.04,125,128
Russia-Ukraine,USOIL,standalone_fanogan,exponential,0.2,3,0.24314,0.1953,2022-04-26,-50.0,0.032,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.05,1,1.390899,0.0469,2022-03-08,-16.0,0.472,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.05,2,1.388023,0.0469,2022-03-09,-17.0,0.464,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.05,3,1.386128,0.0469,2022-03-10,-18.0,0.456,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.1,1,1.38485,0.0938,2022-03-08,-16.0,0.472,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.1,2,1.381677,0.0938,2022-03-09,-17.0,0.464,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.1,3,1.379265,0.0781,2022-03-10,-18.0,0.456,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.2,1,1.369297,0.1953,2022-03-08,-16.0,0.472,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.2,2,1.36468,0.1953,2022-03-09,-17.0,0.464,125,128
Russia-Ukraine,USOIL,standalone_tadgan,-,0.2,3,1.363978,0.1875,2022-03-10,-18.0,0.456,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.05,1,0.037226,0.0469,2022-02-23,-7.0,0.76,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.05,2,0.033495,0.0469,2022-02-22,-6.0,0.8,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.05,3,0.031916,0.0391,2022-02-23,-7.0,0.792,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.1,1,0.034401,0.0938,2022-02-22,-6.0,0.792,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.1,2,0.029258,0.0938,2022-02-22,-6.0,0.8,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.1,3,0.028865,0.0938,2022-02-22,-6.0,0.8,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.2,1,0.029258,0.1953,2022-02-18,-5.0,0.808,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.2,2,0.027267,0.1953,2022-02-18,-5.0,0.808,125,128
Russia-Ukraine,USOIL,tranad,exponential,0.2,3,0.025067,0.1875,2022-02-22,-6.0,0.8,125,128
Russia-Ukraine,USOIL,usad,exponential,0.05,1,1.74536,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,usad,exponential,0.05,2,1.716266,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,usad,exponential,0.05,3,1.68448,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,usad,exponential,0.1,1,1.682257,0.0938,,,0.0,125,128
Russia-Ukraine,USOIL,usad,exponential,0.1,2,1.59246,0.0938,,,0.0,125,128
Russia-Ukraine,USOIL,usad,exponential,0.1,3,1.587438,0.0938,,,0.0,125,128
Russia-Ukraine,USOIL,usad,exponential,0.2,1,1.558506,0.1953,2022-02-24,-8.0,0.016,125,128
Russia-Ukraine,USOIL,usad,exponential,0.2,2,1.537999,0.1953,2022-02-24,-8.0,0.016,125,128
Russia-Ukraine,USOIL,usad,exponential,0.2,3,1.507359,0.1953,2022-05-13,-63.0,0.016,125,128
Russia-Ukraine,USOIL,vae,exponential,0.05,1,0.647496,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,vae,exponential,0.05,2,0.63815,0.0391,,,0.0,125,128
Russia-Ukraine,USOIL,vae,exponential,0.05,3,0.623684,0.0469,,,0.0,125,128
Russia-Ukraine,USOIL,vae,exponential,0.1,1,0.623684,0.0938,,,0.0,125,128
Russia-Ukraine,USOIL,vae,exponential,0.1,2,0.584916,0.0938,,,0.0,125,128
Russia-Ukraine,USOIL,vae,exponential,0.1,3,0.584655,0.0938,,,0.0,125,128
Russia-Ukraine,USOIL,vae,exponential,0.2,1,0.474978,0.1953,2022-03-08,-16.0,0.128,125,128
Russia-Ukraine,USOIL,vae,exponential,0.2,2,0.45053,0.1875,2022-03-07,-15.0,0.136,125,128
Russia-Ukraine,USOIL,vae,exponential,0.2,3,0.397018,0.1953,2022-03-04,-14.0,0.24,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.05,1,0.007731,0.0469,2022-02-04,5.0,0.08,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.05,2,0.002149,0.0469,2022-02-03,6.0,0.144,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.05,3,0.001617,0.0469,2022-02-04,5.0,0.136,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.1,1,0.001617,0.0938,2022-02-02,7.0,0.184,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.1,2,0.001219,0.0938,2022-02-02,7.0,0.168,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.1,3,0.001093,0.0938,2022-02-03,6.0,0.144,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.2,1,0.001093,0.1953,2022-02-01,8.0,0.216,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.2,2,0.000944,0.1953,2022-02-02,7.0,0.184,125,128
Russia-Ukraine,GOLD,anomaly_transformer,exponential,0.2,3,0.000899,0.1953,2022-02-03,6.0,0.168,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.05,1,6.789807,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.05,2,1.192929,0.0391,,,0.0,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.05,3,-1.180599,0.0391,2022-06-01,-75.0,0.008,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.1,1,2.602741,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.1,2,-1.024184,0.0938,2022-05-31,-74.0,0.008,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.1,3,-2.56184,0.0859,2022-03-14,-20.0,0.064,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.2,1,-0.221478,0.1953,2022-02-03,6.0,0.016,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.2,2,-2.823759,0.1953,2022-03-11,-19.0,0.104,125,128
Russia-Ukraine,GOLD,dagmm,exponential,0.2,3,-4.206912,0.1875,2022-03-08,-16.0,0.176,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.05,1,0.00107,0.0469,2022-01-14,19.0,0.072,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.05,2,0.000857,0.0391,2022-02-02,7.0,0.08,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.05,3,0.000648,0.0469,2022-02-02,7.0,0.12,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.1,1,0.000832,0.0938,2022-01-14,19.0,0.12,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.1,2,0.000648,0.0938,2022-02-01,8.0,0.144,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.1,3,0.000531,0.0938,2022-01-21,15.0,0.168,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.2,1,0.000621,0.1953,2022-01-14,19.0,0.216,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.2,2,0.000505,0.1875,2022-01-20,16.0,0.232,125,128
Russia-Ukraine,GOLD,deep_svdd,exponential,0.2,3,0.000438,0.1953,2022-01-19,17.0,0.248,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.05,1,0.160799,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.05,2,0.153976,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.05,3,0.153085,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.1,1,0.153085,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.1,2,0.149898,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.1,3,0.145326,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.2,1,0.141804,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.2,2,0.134414,0.1875,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arccosh,0.2,3,0.124988,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.05,1,0.015942,0.0469,2022-01-19,17.0,0.024,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.05,2,0.01355,0.0469,2022-02-08,3.0,0.048,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.05,3,0.011906,0.0469,2022-01-31,9.0,0.08,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.1,1,0.014356,0.0938,2022-01-14,19.0,0.088,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.1,2,0.012364,0.0938,2022-01-28,10.0,0.088,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.1,3,0.01108,0.0859,2022-01-31,9.0,0.176,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.2,1,0.012499,0.1953,2022-01-14,19.0,0.136,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.2,2,0.010912,0.1953,2022-01-28,10.0,0.2,125,128
Russia-Ukraine,GOLD,hybrid2,arctan,0.2,3,0.010258,0.1953,2022-01-19,17.0,0.192,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.05,1,0.2029,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.05,2,0.180672,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.05,3,0.153796,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.1,1,0.1673,0.0938,2022-02-02,7.0,0.024,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.1,2,0.153588,0.0938,2022-02-03,6.0,0.016,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.1,3,0.148945,0.0781,2022-02-03,6.0,0.008,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.2,1,0.148945,0.1953,2022-02-01,8.0,0.056,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.2,2,0.140551,0.1953,2022-02-02,7.0,0.048,125,128
Russia-Ukraine,GOLD,hybrid2,cosine,0.2,3,0.135436,0.1797,2022-02-03,6.0,0.04,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.05,1,0.260787,0.0469,2022-02-01,8.0,0.088,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.05,2,0.230898,0.0469,2022-02-02,7.0,0.064,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.05,3,0.226946,0.0469,2022-02-03,6.0,0.04,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.1,1,0.230898,0.0938,2022-02-01,8.0,0.112,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.1,2,0.205688,0.0938,2022-02-02,7.0,0.104,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.1,3,0.199403,0.0938,2022-02-03,6.0,0.072,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.2,1,0.195101,0.1953,2022-02-01,8.0,0.16,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.2,2,0.175812,0.1953,2022-02-02,7.0,0.152,125,128
Russia-Ukraine,GOLD,hybrid2,exponential,0.2,3,0.169319,0.1953,2022-02-03,6.0,0.136,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.05,1,0.584438,0.0469,2022-04-13,-42.0,0.016,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.05,2,0.575674,0.0469,2022-04-14,-43.0,0.016,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.05,3,0.57226,0.0469,2022-04-14,-43.0,0.016,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.1,1,0.573041,0.0938,2022-04-04,-35.0,0.04,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.1,2,0.56355,0.0859,2022-04-05,-36.0,0.032,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.1,3,0.551293,0.0938,2022-04-06,-37.0,0.032,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.2,1,0.540819,0.1953,2022-02-01,8.0,0.152,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.2,2,0.536837,0.1953,2022-02-02,7.0,0.152,125,128
Russia-Ukraine,GOLD,isolation_forest,exponential,0.2,3,0.526657,0.1797,2022-02-03,6.0,0.168,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.05,1,0.356873,0.0469,2022-02-01,8.0,0.16,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.05,2,0.336042,0.0469,2022-02-02,7.0,0.168,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.05,3,0.264316,0.0391,2022-02-03,6.0,0.44,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.1,1,0.271164,0.0938,2022-02-01,8.0,0.472,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.1,2,0.260372,0.0938,2022-02-02,7.0,0.48,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.1,3,0.255412,0.0938,2022-02-03,6.0,0.472,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.2,1,0.242427,0.1953,2022-02-01,8.0,0.56,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.2,2,0.238873,0.1953,2022-02-02,7.0,0.568,125,128
Russia-Ukraine,GOLD,omnianomaly,exponential,0.2,3,0.229909,0.1953,2022-02-03,6.0,0.624,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.05,1,0.371828,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.05,2,0.238907,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.05,3,0.205653,0.0391,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.1,1,0.205653,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.1,2,0.116963,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.1,3,0.01571,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.2,1,-0.020019,0.1953,2022-06-23,-90.0,0.008,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.2,2,-0.107127,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,one_class_svm,exponential,0.2,3,-0.12541,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.05,1,0.160799,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.05,2,0.153976,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.05,3,0.153085,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.1,1,0.153085,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.1,2,0.149898,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.1,3,0.145326,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.2,1,0.141804,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.2,2,0.134414,0.1875,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,0.2,3,0.124988,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.05,1,0.015942,0.0469,2022-01-19,17.0,0.024,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.05,2,0.01355,0.0469,2022-02-08,3.0,0.048,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.05,3,0.011906,0.0469,2022-01-31,9.0,0.08,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.1,1,0.014356,0.0938,2022-01-14,19.0,0.088,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.1,2,0.012364,0.0938,2022-01-28,10.0,0.088,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.1,3,0.01108,0.0859,2022-01-31,9.0,0.176,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.2,1,0.012499,0.1953,2022-01-14,19.0,0.136,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.2,2,0.010912,0.1953,2022-01-28,10.0,0.2,125,128
Russia-Ukraine,GOLD,standalone_fanogan,arctan,0.2,3,0.010258,0.1953,2022-01-19,17.0,0.192,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.05,1,0.2029,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.05,2,0.180672,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.05,3,0.153796,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.1,1,0.1673,0.0938,2022-02-02,7.0,0.024,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.1,2,0.153588,0.0938,2022-02-03,6.0,0.016,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.1,3,0.148945,0.0781,2022-02-03,6.0,0.008,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.2,1,0.148945,0.1953,2022-02-01,8.0,0.056,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.2,2,0.140551,0.1953,2022-02-02,7.0,0.048,125,128
Russia-Ukraine,GOLD,standalone_fanogan,cosine,0.2,3,0.135436,0.1797,2022-02-03,6.0,0.04,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.05,1,0.260787,0.0469,2022-02-01,8.0,0.088,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.05,2,0.230898,0.0469,2022-02-02,7.0,0.064,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.05,3,0.226946,0.0469,2022-02-03,6.0,0.04,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.1,1,0.230898,0.0938,2022-02-01,8.0,0.112,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.1,2,0.205688,0.0938,2022-02-02,7.0,0.104,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.1,3,0.199403,0.0938,2022-02-03,6.0,0.072,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.2,1,0.195101,0.1953,2022-02-01,8.0,0.16,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.2,2,0.175812,0.1953,2022-02-02,7.0,0.152,125,128
Russia-Ukraine,GOLD,standalone_fanogan,exponential,0.2,3,0.169319,0.1953,2022-02-03,6.0,0.136,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.05,1,0.608616,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.05,2,0.606382,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.05,3,0.604741,0.0469,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.1,1,0.597925,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.1,2,0.595416,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.1,3,0.592315,0.0938,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.2,1,0.564174,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.2,2,0.560528,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,standalone_tadgan,-,0.2,3,0.556801,0.1953,,,0.0,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.05,1,0.039307,0.0469,2022-01-14,19.0,0.704,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.05,2,0.034704,0.0469,2022-01-18,18.0,0.728,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.05,3,0.02975,0.0469,2022-01-19,17.0,0.8,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.1,1,0.033999,0.0938,2022-01-14,19.0,0.776,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.1,2,0.028178,0.0938,2022-01-18,18.0,0.872,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.1,3,0.025707,0.0859,2022-01-19,17.0,0.904,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.2,1,0.027046,0.1953,2022-01-14,19.0,0.944,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.2,2,0.023795,0.1953,2022-01-18,18.0,0.976,125,128
Russia-Ukraine,GOLD,tranad,exponential,0.2,3,0.023059,0.1875,2022-01-19,17.0,0.984,125,128
Russia-Ukraine,GOLD,usad,exponential,0.05,1,1.521141,0.0469,2022-01-31,9.0,0.032,125,128
Russia-Ukraine,GOLD,usad,exponential,0.05,2,1.506428,0.0391,2022-01-28,10.0,0.024,125,128
Russia-Ukraine,GOLD,usad,exponential,0.05,3,1.490318,0.0469,2022-01-28,10.0,0.024,125,128
Russia-Ukraine,GOLD,usad,exponential,0.1,1,1.502708,0.0938,2022-01-27,11.0,0.048,125,128
Russia-Ukraine,GOLD,usad,exponential,0.1,2,1.474286,0.0938,2022-01-27,11.0,0.04,125,128
Russia-Ukraine,GOLD,usad,exponential,0.1,3,1.463334,0.0938,2022-01-28,10.0,0.024,125,128
Russia-Ukraine,GOLD,usad,exponential,0.2,1,1.458646,0.1953,2022-01-26,12.0,0.088,125,128
Russia-Ukraine,GOLD,usad,exponential,0.2,2,1.438149,0.1953,2022-01-24,14.0,0.072,125,128
Russia-Ukraine,GOLD,usad,exponential,0.2,3,1.385424,0.1953,2022-01-24,14.0,0.12,125,128
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.05,1,0.008008,0.0455,2022-01-13,21.0,0.0538,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.05,2,0.003906,0.0455,2022-01-14,20.0,0.1385,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.05,3,0.002709,0.0455,2022-01-17,19.0,0.2,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.1,1,0.003266,0.0985,2022-01-13,21.0,0.2077,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.1,2,0.002356,0.0985,2022-01-14,20.0,0.2538,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.1,3,0.001833,0.0985,2022-01-17,19.0,0.2538,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.2,1,0.001789,0.197,2022-01-13,21.0,0.3308,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.2,2,0.001701,0.1894,2022-01-14,20.0,0.2923,130,132
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,0.2,3,0.001538,0.1818,2022-01-17,19.0,0.2615,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.05,1,11.039864,0.0455,,,0.0,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.05,2,2.539624,0.0455,2022-05-12,-64.0,0.0077,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.05,3,-0.608824,0.0455,2022-02-01,8.0,0.0308,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.1,1,1.78488,0.0985,2022-01-28,10.0,0.0308,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.1,2,-0.608824,0.0985,2022-01-31,9.0,0.0462,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.1,3,-3.626483,0.0985,2022-01-17,19.0,0.2077,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.2,1,-0.665647,0.197,2022-01-13,21.0,0.0923,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.2,2,-3.971718,0.197,2022-01-14,20.0,0.3538,130,132
Russia-Ukraine,EURUSD,dagmm,exponential,0.2,3,-4.817244,0.1818,2022-01-17,19.0,0.4923,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.05,1,0.000564,0.0455,2022-01-14,20.0,0.4231,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.05,2,0.000463,0.0455,2022-01-17,19.0,0.4231,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.05,3,0.000368,0.0455,2022-01-17,19.0,0.5154,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.1,1,0.000469,0.0985,2022-01-14,20.0,0.5231,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.1,2,0.000368,0.0985,2022-01-14,20.0,0.5769,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.1,3,0.000317,0.0985,2022-01-17,19.0,0.6231,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.2,1,0.000361,0.197,2022-01-13,21.0,0.6692,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.2,2,0.000278,0.1894,2022-01-14,20.0,0.7385,130,132
Russia-Ukraine,EURUSD,deep_svdd,exponential,0.2,3,0.00024,0.1818,2022-01-17,19.0,0.8231,130,132
