brier,reliability,resolution,uncertainty,base_rate,n,episode,asset,method,mapping,kind
0.25,0.0,0.0,0.25,0.5,146,COVID-19,USOIL,hybrid2,arctan,constant
0.2195651154062676,0.052756962696084916,0.0776908023483366,0.25,0.5,146,COVID-19,GOLD,hybrid2,arctan,model
0.34942062300619253,0.1087756921995207,0.011969993476842791,0.25,0.5,146,COVID-19,GOLD,hybrid2,arctan,random
0.25,0.0,0.0,0.25,0.5,146,COVID-19,GOLD,hybrid2,arctan,constant
0.33151185941828254,0.10398947398794771,0.02131809787626962,0.24982686980609414,0.4868421052631579,152,COVID-19,EURUSD,hybrid2,arctan,model
0.33592667936288084,0.1034989384385479,0.016932132963988916,0.24982686980609414,0.4868421052631579,152,COVID-19,EURUSD,hybrid2,arctan,random
0.24982686980609417,0.0,0.0,0.24982686980609414,0.4868421052631579,152,COVID-19,EURUSD,hybrid2,arctan,constant
0.21834537436667292,0.051975970997472636,0.0807566862361383,0.25,0.5,146,COVID-19,USOIL,hybrid2,cosine,model
0.36143038093450924,0.12818789318424934,0.014774951076320942,0.25,0.5,146,COVID-19,USOIL,hybrid2,cosine,random
0.25,0.0,0.0,0.25,0.5,146,COVID-19,USOIL,hybrid2,cosine,constant
