backtest_idx,window_start,fanogan_score,threshold,true_tadgan_is_anomaly,true_label_user_0crash_1not,pred_label_user_0crash_1not
0,1042,0.0637364387512207,0.08287587910890577,0,1,1
1,1043,0.06560877710580826,0.08287587910890577,0,1,1
2,1044,0.07120910286903381,0.08287587910890577,0,1,1
3,1045,0.06378164887428284,0.08287587910890577,0,1,1
4,1046,0.05830661207437515,0.08287587910890577,0,1,1
5,1047,0.07029593735933304,0.08287587910890577,0,1,1
6,1048,0.07100082188844681,0.08287587910890577,0,1,1
7,1049,0.06352409720420837,0.08287587910890577,0,1,1
8,1050,0.05360338091850281,0.08287587910890577,0,1,1
9,1051,0.05043904855847359,0.08287587910890577,0,1,1
10,1052,0.041042257100343704,0.08287587910890577,0,1,1
11,1053,0.04764189571142197,0.08287587910890577,0,1,1
12,1054,0.05540400370955467,0.08287587910890577,0,1,1
13,1055,0.06482230126857758,0.08287587910890577,0,1,1
14,1056,0.0609293207526207,0.08287587910890577,0,1,1
15,1057,0.057745322585105896,0.08287587910890577,0,1,1
16,1058,0.054010603576898575,0.08287587910890577,0,1,1
17,1059,0.05123134329915047,0.08287587910890577,0,1,1
18,1060,0.06604504585266113,0.08287587910890577,0,1,1
19,1061,0.06777971982955933,0.08287587910890577,0,1,1
20,1062,0.0579984225332737,0.08287587910890577,0,1,1
21,1063,0.06139815226197243,0.08287587910890577,0,1,1
22,1064,0.06872553378343582,0.08287587910890577,0,1,1
23,1065,0.07892658561468124,0.08287587910890577,0,1,1
24,1066,0.08050527423620224,0.08287587910890577,0,1,1
25,1067,0.08231619745492935,0.08287587910890577,0,1,1
26,1068,0.06891502439975739,0.08287587910890577,0,1,1
27,1069,0.0676371306180954,0.08287587910890577,0,1,1
28,1070,0.10593535006046295,0.08287587910890577,0,1,0
29,1071,0.11402880400419235,0.08287587910890577,0,1,0
30,1072,0.06494298577308655,0.08287587910890577,0,1,1
31,1073,0.04310495778918266,0.08287587910890577,0,1,1
32,1074,0.05059482529759407,0.08287587910890577,0,1,1
33,1075,0.05506958067417145,0.08287587910890577,0,1,1
34,1076,0.058171674609184265,0.08287587910890577,0,1,1
35,1077,0.0457543283700943,0.08287587910890577,0,1,1
36,1078,0.03856240585446358,0.08287587910890577,0,1,1
37,1079,0.04011823982000351,0.08287587910890577,0,1,1
38,1080,0.046230293810367584,0.08287587910890577,0,1,1
39,1081,0.043870359659194946,0.08287587910890577,0,1,1
40,1082,0.04102605953812599,0.08287587910890577,0,1,1
41,1083,0.04350781813263893,0.08287587910890577,0,1,1
42,1084,0.04380250349640846,0.08287587910890577,0,1,1
43,1085,0.039350058883428574,0.08287587910890577,0,1,1
44,1086,0.028426120057702065,0.08287587910890577,0,1,1
45,1087,0.02841002307832241,0.08287587910890577,0,1,1
46,1088,0.031329382210969925,0.08287587910890577,0,1,1
47,1089,0.03659087046980858,0.08287587910890577,0,1,1
48,1090,0.043183643370866776,0.08287587910890577,0,1,1
49,1091,0.05082476884126663,0.08287587910890577,0,1,1
50,1092,0.04975327104330063,0.08287587910890577,0,1,1
51,1093,0.04638681933283806,0.08287587910890577,0,1,1
52,1094,0.03390411287546158,0.08287587910890577,0,1,1
53,1095,0.029323700815439224,0.08287587910890577,0,1,1
54,1096,0.028832918033003807,0.08287587910890577,0,1,1
55,1097,0.031333260238170624,0.08287587910890577,0,1,1
56,1098,0.029461171478033066,0.08287587910890577,0,1,1
57,1099,0.02948675863444805,0.08287587910890577,0,1,1
58,1100,0.029628198593854904,0.08287587910890577,0,1,1
59,1101,0.02494959719479084,0.08287587910890577,0,1,1
60,1102,0.027968375012278557,0.08287587910890577,0,1,1
61,1103,0.027678407728672028,0.08287587910890577,0,1,1
62,1104,0.02553512156009674,0.08287587910890577,0,1,1
63,1105,0.021164651960134506,0.08287587910890577,0,1,1
64,1106,0.017932122573256493,0.08287587910890577,0,1,1
65,1107,0.016209928318858147,0.08287587910890577,0,1,1
66,1108,0.015843460336327553,0.08287587910890577,0,1,1
67,1109,0.015788570046424866,0.08287587910890577,0,1,1
68,1110,0.015502081252634525,0.08287587910890577,0,1,1
69,1111,0.01507779024541378,0.08287587910890577,0,1,1
70,1112,0.013133851811289787,0.08287587910890577,0,1,1
71,1113,0.010430610738694668,0.08287587910890577,0,1,1
72,1114,0.009595531038939953,0.08287587910890577,0,1,1
73,1115,0.010251730680465698,0.08287587910890577,0,1,1
74,1116,0.009722285903990269,0.08287587910890577,0,1,1
75,1117,0.011012494564056396,0.08287587910890577,0,1,1
76,1118,0.011599929071962833,0.08287587910890577,0,1,1
77,1119,0.012516504153609276,0.08287587910890577,0,1,1
78,1120,0.012209240347146988,0.08287587910890577,0,1,1
79,1121,0.011508253403007984,0.08287587910890577,0,1,1
80,1122,0.009845031425356865,0.08287587910890577,0,1,1
81,1123,0.008670175448060036,0.08287587910890577,0,1,1
82,1124,0.008585338480770588,0.08287587910890577,0,1,1
83,1125,0.009356970898807049,0.08287587910890577,0,1,1
84,1126,0.010248281992971897,0.08287587910890577,0,1,1
85,1127,0.010365599766373634,0.08287587910890577,0,1,1
86,1128,0.01100466400384903,0.08287587910890577,0,1,1
87,1129,0.010544287972152233,0.08287587910890577,0,1,1
88,1130,0.010464269667863846,0.08287587910890577,0,1,1
89,1131,0.010429329238831997,0.08287587910890577,0,1,1
90,1132,0.009614384733140469,0.08287587910890577,0,1,1
91,1133,0.00891274306923151,0.08287587910890577,0,1,1
92,1134,0.009378219023346901,0.08287587910890577,0,1,1
93,1135,0.010621102526783943,0.08287587910890577,0,1,1
94,1136,0.011466892436146736,0.08287587910890577,0,1,1
95,1137,0.01161877065896988,0.08287587910890577,0,1,1
96,1138,0.0109401885420084,0.08287587910890577,0,1,1
97,1139,0.009512146934866905,0.08287587910890577,0,1,1
98,1140,0.008314390666782856,0.08287587910890577,0,1,1
99,1141,0.00856300164014101,0.08287587910890577,0,1,1
100,1142,0.009486319497227669,0.08287587910890577,0,1,1
101,1143,0.010062041692435741,0.08287587910890577,0,1,1
102,1144,0.011742288246750832,0.08287587910890577,0,1,1
103,1145,0.01179446093738079,0.08287587910890577,0,1,1
104,1146,0.013707935810089111,0.08287587910890577,0,1,1
105,1147,0.015335801988840103,0.08287587910890577,0,1,1
106,1148,0.016280358657240868,0.08287587910890577,0,1,1
107,1149,0.017459964379668236,0.08287587910890577,0,1,1
108,1150,0.016937419772148132,0.08287587910890577,1,0,1
109,1151,0.015387875959277153,0.08287587910890577,1,0,1
110,1152,0.011553635820746422,0.08287587910890577,1,0,1
111,1153,0.010277475230395794,0.08287587910890577,1,0,1
112,1154,0.010525910183787346,0.08287587910890577,1,0,1
113,1155,0.012804548256099224,0.08287587910890577,1,0,1
114,1156,0.011909699067473412,0.08287587910890577,1,0,1
115,1157,0.012503459118306637,0.08287587910890577,1,0,1
116,1158,0.012621866539120674,0.08287587910890577,1,0,1
117,1159,0.016043109819293022,0.08287587910890577,1,0,1
118,1160,0.01483198907226324,0.08287587910890577,1,0,1
119,1161,0.016163721680641174,0.08287587910890577,1,0,1
120,1162,0.01820591278374195,0.08287587910890577,1,0,1
121,1163,0.0224178247153759,0.08287587910890577,1,0,1
122,1164,0.024915525689721107,0.08287587910890577,1,0,1
123,1165,0.021095963194966316,0.08287587910890577,1,0,1
124,1166,0.02772655338048935,0.08287587910890577,1,0,1
125,1167,0.027719030156731606,0.08287587910890577,1,0,1
126,1168,0.02671368420124054,0.08287587910890577,1,0,1
127,1169,0.025805974379181862,0.08287587910890577,1,0,1
128,1170,0.024054665118455887,0.08287587910890577,1,0,1
129,1171,0.022282030433416367,0.08287587910890577,1,0,1
130,1172,0.020272046327590942,0.08287587910890577,1,0,1
131,1173,0.0188131183385849,0.08287587910890577,1,0,1
132,1174,0.016087977215647697,0.08287587910890577,1,0,1
133,1175,0.01490156352519989,0.08287587910890577,1,0,1
134,1176,0.012150785885751247,0.08287587910890577,1,0,1
135,1177,0.013272888958454132,0.08287587910890577,1,0,1
136,1178,0.011866657063364983,0.08287587910890577,1,0,1
137,1179,0.013574013486504555,0.08287587910890577,1,0,1
138,1180,0.016310278326272964,0.08287587910890577,1,0,1
139,1181,0.016702141612768173,0.08287587910890577,1,0,1
140,1182,0.016609612852334976,0.08287587910890577,1,0,1
141,1183,0.016132164746522903,0.08287587910890577,1,0,1
142,1184,0.01674012839794159,0.08287587910890577,1,0,1
143,1185,0.01840418204665184,0.08287587910890577,1,0,1
144,1186,0.016336947679519653,0.08287587910890577,1,0,1
145,1187,0.017068935558199883,0.08287587910890577,1,0,1
146,1188,0.014657403342425823,0.08287587910890577,1,0,1
147,1189,0.013505932874977589,0.08287587910890577,1,0,1
148,1190,0.014164695516228676,0.08287587910890577,1,0,1
149,1191,0.016132453456521034,0.08287587910890577,1,0,1
150,1192,0.017375733703374863,0.08287587910890577,1,0,1
151,1193,0.012825414538383484,0.08287587910890577,1,0,1
152,1194,0.01439857017248869,0.08287587910890577,1,0,1
153,1195,0.016233567148447037,0.08287587910890577,1,0,1
154,1196,0.018904417753219604,0.08287587910890577,1,0,1
155,1197,0.019681574776768684,0.08287587910890577,1,0,1
156,1198,0.018081676214933395,0.08287587910890577,1,0,1
157,1199,0.01737801730632782,0.08287587910890577,1,0,1
158,1200,0.018300391733646393,0.08287587910890577,1,0,1
159,1201,0.022871049121022224,0.08287587910890577,1,0,1
160,1202,0.027744539082050323,0.08287587910890577,1,0,1
161,1203,0.028475861996412277,0.08287587910890577,1,0,1
162,1204,0.027484022080898285,0.08287587910890577,1,0,1
163,1205,0.03341466188430786,0.08287587910890577,1,0,1
164,1206,0.038567718118429184,0.08287587910890577,1,0,1
165,1207,0.035550426691770554,0.08287587910890577,1,0,1
166,1208,0.02967056632041931,0.08287587910890577,1,0,1
167,1209,0.03243769705295563,0.08287587910890577,1,0,1
168,1210,0.03323519974946976,0.08287587910890577,1,0,1
169,1211,0.03550615534186363,0.08287587910890577,1,0,1
170,1212,0.02601156197488308,0.08287587910890577,1,0,1
171,1213,0.027493895962834358,0.08287587910890577,1,0,1
172,1214,0.024203075096011162,0.08287587910890577,1,0,1
173,1215,0.024915864691138268,0.08287587910890577,1,0,1
174,1216,0.02369106374680996,0.08287587910890577,1,0,1
175,1217,0.023617757484316826,0.08287587910890577,1,0,1
176,1218,0.02200387790799141,0.08287587910890577,1,0,1
177,1219,0.02432074211537838,0.08287587910890577,1,0,1
178,1220,0.02220923639833927,0.08287587910890577,1,0,1
