signal,anomaly_score,is_anomaly
-1.7816563924931,0.01695121420553094,0
-1.8634836690218288,0.014543678119001754,0
-2.070642091357175,0.012467181122923858,0
-2.143147618199212,0.009706475577819312,0
-2.154541394647389,0.0075749652323428,0
-2.335805014190817,0.004853597297910553,0
-2.4362767779012597,0.0030409009203126065,0
-2.43213371218662,0.001481427268593159,0
-2.3575565537064285,0.00038563355699862574,0
-2.5419276207070856,-0.0002678627882123006,0
-2.6413637661601186,-0.00037591628101882644,0
-2.8392000436854405,4.905194552994174e-05,0
-2.5305338442589083,0.0011822444322076347,0
-2.2550133559195,0.002575997703311485,0
-2.4466347385303604,0.004202301942512887,0
-2.3316617509145106,0.006536856937233101,0
-2.2436195794713214,0.008978563767131367,0
-2.1483264997329297,0.012006124994485681,0
-2.106895052339859,0.015512579323826922,0
-2.3140532771135387,0.01904129723791626,0
-2.4942812783995567,0.02382046788165361,0
-2.2456912111094742,0.02935183262994096,0
-2.303695514046105,0.033654041346246666,0
-2.389666251412806,0.04008187110639565,0
-2.513961186277014,0.0472691585392204,0
-2.695224805820441,0.05519274952681908,0
-2.745978595585202,0.06483633531974174,0
-2.874416991287383,0.07458972643358129,0
-2.5398559890689323,0.08535050406006146,0
-2.581287634023669,0.09489900327189114,0
-2.413489422566572,0.10461663499287935,0
-2.4020956461183944,0.11304920888560419,0
-2.519140265372397,0.12370871155706241,0
-2.3285545010189463,0.13423286433792825,0
-2.288158474321621,0.1435881066384164,0
-2.259156224072472,0.1541437144063289,0
-2.163863539457413,0.16444617602822084,0
-2.193901605525637,0.1731075827662691,0
-2.0934296442535287,0.18278336594498545,0
-2.0261029989452077,0.19222030189468073,0
-1.99917257789588,0.2008599583540081,0
-2.008494722705904,0.20944275674832083,0
-1.8686629456788788,0.21646651408922188,0
-1.663575759858352,0.224999574392113,0
-1.8085868135424283,0.22766067158416337,0
-1.6231799307226944,0.23261523751254032,0
-1.6697906547728132,0.23431952139595683,0
-1.6014283912070824,0.23785738458303343,0
-1.738152918338544,0.2406697818019824,0
-1.825159471524323,0.2470282330952625,0
-1.605571654483389,0.25471844877954963,0
-1.4253436531973716,0.2606290751103045,0
-1.5040640749538703,0.26202265833621835,0
-1.455381719265597,0.26610299280046545,0
-1.2958696392377804,0.2715853495432982,0
-1.467811113971185,0.27286367158911196,0
-1.5019924433157157,0.2782872766275609,0
-1.5092429564875869,0.285089366622711,0
-1.6242159441034365,0.2926170039771934,0
-1.6200726808271302,0.3028553112120324,0
-1.6180010491889767,0.3143416951120546,0
-1.7785487474742037,0.32414498234587863,0
-1.8914501034519,0.33585046934235396,0
-1.871770195574442,0.3483039773620184,0
-1.679112799582837,0.36064864097866095,0
-1.7298667869092637,0.3694297912383804,0
-1.4750616271430552,0.38029037922515924,0
-1.4087709952154772,0.38860010026878355,0
-1.2212928758809227,0.39594857092162855,0
-1.2637603366547352,0.39706563061938555,0
-1.2906907577040634,0.40190274007041377,0
-1.4087709952154772,0.40574868333681896,0
-1.468847127351927,0.40956310673037766,0
-1.334193836735286,0.4183835245624554,0
-1.1736461384500605,0.42514219355832295,0
-1.1166776513325063,0.4312439557689675,0
-1.0597091642149528,0.4334171206208715,0
-1.1726105201926498,0.4333283454663632,0
-1.0275994665085748,0.43681812826432015,0
-0.8939821892726759,0.4374110309304779,0
-0.8214770575539709,0.4355924136154821,0
-0.8328708340021491,0.43414071009922145,0
-0.9509510715135622,0.4346572533668686,0
-1.0679952956442325,0.43638693213132823,0
-1.054530282681235,0.43620847797722495,0
-0.9985974138210924,0.4379603514631679,0
-0.9633804662191504,0.4401052484851334,0
-1.0897472302831788,0.44251812522557155,0
-0.9633804662191504,0.4489831610432582,0
-0.8007611362957704,0.45544729844576143,0
-0.7520787806074973,0.4582857645860827,0
-0.8028327679339231,0.45851721419981634,0
-0.6464279378016716,0.4642362358855884,0
-0.5853161874078098,0.4665237303989048,0
-0.5977459772367322,0.4666916844648526,0
-0.6008532271322949,0.4691800475125978,0
-0.6433206879061075,0.4710687303902618,0
-0.6091393585615753,0.4726232817351984,0
-0.5532068848247647,0.4756490685842912,0
-0.4558421734482186,0.4769672526089516,0
-0.4641287000008333,0.4789901062670729,0
-0.479665344601984,0.4781988794483442,0
-0.5034889108790832,0.4778808978645531,0
-0.5128110556891063,0.47650416459401745,0
-0.496238397707212,0.4788958429444373,0
-0.5532068848247647,0.4803045014436817,0
-0.4423771604852228,0.4799116531020643,0
-0.3729788835387477,0.4779428800091381,0
-0.2828650804574056,0.4763623231434025,0
-0.3522629622805456,0.46893735090200933,0
-0.5065961607746459,0.46340153903479453,0
-0.5262760686521043,0.4573576505310861,0
-0.5666718977877627,0.4552971053244691,0
-0.6163902668567793,0.4499655770992762,0
-0.8028327679339231,0.4429028722472986,0
-0.6194975167523428,0.4419014360196173,0
-0.4755224764490099,0.436171566761477,0
-0.5293837136710015,0.43036351234858045,0
-0.5003812658601862,0.4270459051182779,0
-0.3988736863306659,0.420077852983868,0
-0.6547144643542849,0.414715736576515,0
-0.7904029781050029,0.41140087718123775,0
-0.6329629248386743,0.41301975743912833,0
-0.4226968574844314,0.41327985638561604,0
-0.5832445557696571,0.4106938947230468,0
-0.5148822922039262,0.4081570716301568,0
-0.7624369387982656,0.4047957038820764,0
-0.6764660038698961,0.40511624598450674,0
-0.9136624922734672,0.40239530380766186,0
-0.8856960578433956,0.4067169134384619,0
-0.9530227031517164,0.41150747985099273,0
-0.7417210175400635,0.41983717980952256,0
-0.9540583214091264,0.425119412922702,0
-0.8577296234133238,0.43093807635926296,0
-0.8297631889832521,0.43568742918013853,0
-0.9033043340826998,0.43852260324606573,0
-0.9644160844765596,0.4459107013314291,0
