dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
EURUSD,tranad,exponential,,0.0,0.016661427915096283,0.0,0.016661427915096283,132,0,1
