signal,anomaly_score,is_anomaly
2.585556,0.062407862903416905,0
2.731681,0.044807379704922434,0
2.764048,0.005123377035043422,0
2.752059,0.002493789167228271,0
2.86562,-0.05226471039788586,0
2.866246,-0.04243935702421932,0
2.864018,-0.030881513980060827,0
2.858731,-0.06504459018114543,0
2.850127,-0.04759497850570203,0
2.851008,-0.033230001129756825,0
2.861912,0.026661323249019635,0
2.839261,0.06920527210761264,0
2.819205,0.11012513000351362,0
2.831298,0.07560626216906394,0
2.810662,0.06915882225337079,0
2.809145,0.0480800411254632,0
2.78452,0.04041557428809834,0
2.766489,0.01242943415115994,0
2.781037,-0.02381800149337519,0
2.845333,-0.0425198438194459,0
2.971164,-0.03544819617355295,0
2.957512,-0.04660814441180999,0
3.00508,-0.04856354691829063,0
2.992425,-0.024924010964370955,0
3.041906,-0.026870389025158696,0
3.06153,-0.01911084714566016,0
3.050412,-0.0153518745247558,0
3.040879,-0.01815174497990358,0
3.00175,-0.023953889338121825,0
2.995437,-0.027555583754729114,0
2.951983,-0.02712470531851967,0
2.94149,-0.03572704900305999,0
2.919906,-0.03761142867103253,0
2.957175,-0.03272863424903963,0
2.949769,-0.02638350673787662,0
2.963472,-0.01794411550402229,0
2.95524,-0.011762460299142984,0
2.958634,-0.006384554727663681,0
2.951622,-0.001906384744591585,0
2.961515,0.0010191644904676686,0
2.942683,0.004350561608066909,0
2.916806,0.00844739444834401,0
2.92195,0.013939480423941058,0
2.870955,0.022414284977546238,0
2.824083,0.02164173118341319,0
2.81584,0.015383896593103012,0
2.811803,0.011684684522102385,0
2.824371,0.015090944449493259,0
2.817202,0.01509145975868467,0
2.81224,0.01778726340268112,0
2.82256,0.01805945831147762,0
2.823885,0.009345774362188771,0
2.820686,0.00817695348057781,0
2.822825,0.019286702131019684,0
2.83764,0.026173362134541706,0
2.817872,0.010764185401527517,0
2.818765,0.0033804348725358035,0
2.815908,-0.01038385990784129,0
2.821694,-0.02120695548644131,0
2.815359,-0.011029632576685579,0
2.803472,0.0007230611519248335,0
2.768455,-0.026804003670450282,0
2.771887,-0.016971345024389527,0
2.786526,-0.026400719537024532,0
2.78556,-0.01719289621882808,0
2.784969,0.023165834310268217,0
2.790629,0.04205818514794421,0
2.759352,0.01858260862066461,0
2.729048,0.04695645650654905,0
2.703362,0.07973535536850536,0
2.683641,0.11830850558292064,0
2.670339,0.1290659530813816,0
2.6551,0.1198124495064445,0
2.65651,0.12362720371535152,0
2.71924,0.09938381458399914,0
2.814697,0.10671341149556127,0
2.82555,0.10499252158611329,0
2.798888,0.09691498632850866,0
2.809648,0.09199905223646819,0
2.812329,0.10195597203656191,0
2.806922,0.13238260263086354,0
2.83529,0.18220484541799833,0
2.848276,0.19585487374805136,0
2.847822,0.24711917381230555,0
2.871759,0.22030491840127775,0
3.020373,0.22573135615342826,0
3.014009,0.23215920019353736,0
3.04596,0.2203778538893644,0
3.063566,0.2348727409599368,0
3.038831,0.25308683037799684,0
2.986673,0.23963761644298034,0
2.981767,0.21545454208525786,0
2.884258,0.22033186680204578,0
2.787084,0.22336806201802448,0
2.790235,0.2059009534745728,0
2.781184,0.20342894731185204,0
2.737042,0.20084626861985463,0
2.789009,0.1758386102816643,0
2.813743,0.19334186353576047,0
2.829984,0.16059198075578943,0
2.834158,0.1859957318668994,0
2.80318,0.18942438516451046,0
2.766991,0.1972558758389574,0
2.765988,0.20310442122826802,0
2.736852,0.15575189844884088,0
2.706279,0.12142331117366412,0
2.652918,0.11163040440804615,0
2.671553,0.09362978591421824,0
2.625143,0.12002983815739332,0
2.629206,0.13833628822597416,0
2.625671,0.1848704000585448,0
2.631184,0.2063272782327024,0
2.548246,0.2052234546148469,0
2.54008,0.2030158981689895,0
2.60941,0.16994358941447274,0
2.651647,0.1952211226130701,0
2.618777,0.19562690256343943,0
2.619037,0.20808827684705844,0
2.60128,0.20819401397501655,0
2.602771,0.2084105456015076,0
2.639139,0.17900448736521235,0
2.650488,0.16418192344401347,0
2.664067,0.1744905749901816,0
2.640555,0.16748344736720744,0
2.61827,0.16107100833866467,0
2.62005,0.1350757292477343,0
2.639698,0.13834364944698124,0
2.641828,0.13667552107293013,0
2.692432,0.13062732420855036,0
2.702351,0.13715423469253601,0
2.703425,0.12798341173435912,0
2.684937,0.12644739747372583,0
2.694517,0.14473549560245622,0
2.697638,0.122543877968484,0
2.698621,0.13032073285124954,0
2.702751,0.12675188893117229,0
2.726812,0.11298674918137744,0
2.792626,0.09876942580098191,0
2.828484,0.09929601116695119,0
2.788586,0.0976975656228233,0
2.747731,0.09135266730958824,0
2.701506,0.08737714025212322,0
2.702449,0.07704479896077251,0
2.741391,0.06050792217348653,0
2.711962,0.06636640849967292,0
2.685174,0.08584536721957378,0
2.669691,0.09793090174520515,0
2.711404,0.10515225413116253,0
2.702397,0.0914690631787869,0
2.667613,0.11320870601104606,0
2.669345,0.10360904817318012,0
2.65992,0.10106894975782638,0
2.636,0.09467215757456247,0
2.61157,0.09264225746791484,0
2.598698,0.08183285609393127,0
2.593931,0.06432393267728256,0
2.592482,0.06441192492883163,0
2.563598,0.061640291680022614,0
2.561604,0.05026515820784525,0
2.552059,0.051840148699149706,0
2.546655,0.052853707654470894,0
2.535457,0.05084598684604977,0
2.494206,0.05235257018211905,0
2.512239,0.038474162380435856,0
2.66703,0.038243852246435776,0
2.693677,0.031710503933973996,0
2.744088,0.0324697802117119,0
2.768104,0.02780590882918976,0
2.746371,0.026518240540145243,0
2.740277,0.02394758650572529,0
2.688076,0.021258471888758065,0
2.70984,0.024213947097155946,0
2.712388,0.025107210117397853,0
2.696805,0.023420490761262208,0
2.684628,0.02153091703964263,0
2.699039,0.018341651174152113,0
2.709896,0.0206822408702703,0
2.696368,0.023445294764206013,0
2.679807,0.02506936808266136,0
2.711427,0.014538142321442288,0
2.736672,0.012902041976284927,0
2.745598,0.018281234368667267,0
2.753544,0.016441389655895124,0
2.766681,0.026672880430597016,0
2.80446,0.031240136291718734,0
2.783679,0.029546107598722164,0
2.783613,0.02703551811863705,0
2.746154,0.044561531496993066,0
2.728591,0.051949800292523204,0
2.724656,0.06875539104820554,0
2.69674,0.09445532916857347,0
2.743158,0.0998944680270263,0
2.742457,0.10671757934476948,0
2.732819,0.12549235318012866,0
2.73215,0.13077718081870604,0
2.732167,0.12949949522975848,0
2.731908,0.12320338930541329,0
2.740705,0.12815052721447845,0
2.75702,0.14520469978299186,0
2.745005,0.1559089492330378,0
2.726872,0.15374837143505277,0
2.727468,0.15421821041428496,0
2.73646,0.15944415868615888,0
2.770979,0.1658460956471193,0
2.771382,0.17046493191119455,0
2.781878,0.19567116420901218,0
2.785413,0.19091230690279884,0
2.795498,0.19137487961522004,0
2.819292,0.19516984536321622,0
2.855571,0.18758463272648962,0
2.860358,0.17579397495494214,0
2.831069,0.1694959303800215,0
2.835771,0.16718367343479937,0
2.854869,0.1653315322163279,0
2.802644,0.14115072548687554,0
2.809609,0.14879683578362018,0
2.796663,0.12940638072557825,0
2.818626,0.13292446420364393,0
2.814388,0.1296197962707443,0
2.824931,0.13685812391987198,0
2.834207,0.14926706588666952,0
2.798238,0.13912665398644783,0
2.797207,0.1427570618069977,0
2.771611,0.16754523226328474,0
2.752301,0.17266596494769698,0
2.752747,0.187154241718392,0
2.702527,0.18154023785086237,0
2.718821,0.16453040410975103,0
2.724127,0.18214446227491626,0
2.718111,0.19152217611984818,0
2.745325,0.2701564310427543,0
2.732493,0.29618267264225095,0
2.723133,0.32334171872105644,0
2.684379,0.3184686415005965,0
2.676374,0.3542844245435126,0
2.674879,0.38749357325429956,0
2.685994,0.44674954301008324,0
2.697426,0.47571418691003875,0
2.744746,0.5188081668499986,0
2.755653,0.49063291473553533,0
2.778595,0.5279989508796821,0
2.770976,0.5513196546369658,0
2.769005,0.5831467137855266,0
2.783038,0.6050474744337719,0
2.776067,0.6013976651986316,0
2.78176,0.6398114450178997,0
2.790313,0.6624131737763621,0
2.78181,0.6528511594105483,0
2.792169,0.6301323140738482,0
2.797669,0.6508765208520892,0
2.792345,0.6436695034620569,0
2.784663,0.7660746457724407,0
2.771296,0.8609305480653143,0
2.749559,0.9244687049148165,0
2.748514,0.7837561838009868,0
2.763179,0.7821582293386022,0
2.780798,0.8064904431302329,0
2.773239,0.9077047136934342,0
2.757068,0.9393455989063193,0
2.74102,0.9069160880131573,0
2.717317,0.7897313140960265,0
2.707871,0.7224511272104867,0
2.724432,0.7678537564362998,0
2.723962,0.8391830743255244,0
2.710174,0.8904677147086084,0
2.670426,0.9768734753730871,0
2.641779,0.9993017606811873,0
2.61496,1.0306719114734002,0
