dataset,method,mapping,auc,f1,n_test,n_crash,n_epochs_gan,n_epochs_enc,batch_size,n_critic
USOIL,standalone_ref,arccosh,0.28502594514455154,0.12658227848101267,147,71,10,10,32,2
