job_name,dataset,scenario,model,method,n_train_normal,n_test_total,n_test_normal,n_test_crash,threshold,accuracy,precision,recall,f1,auc,mean_train_score,mean_test_score
US1M_BOND_COVID200_daily_CNN_AE,US1M,COVID-19 market crash,cnn_autoencoder,exponential,897,200,148,52,0.05349451303482056,0.725,0.4117647058823529,0.1346153846153846,0.2028985507246377,0.47505197505197505,0.02072238363325596,0.025662412866950035
US1M_BOND_COVID200_daily_CNN_AE,US1M,COVID-19 market crash,cnn_autoencoder,arctan,897,200,148,52,0.006143452599644661,0.7,0.25,0.07692307692307693,0.11764705882352941,0.47985966735966734,0.0022843715269118547,0.002706351922824979
US1M_BOND_COVID200_daily_CNN_AE,US1M,COVID-19 market crash,cnn_autoencoder,cosine,897,200,148,52,0.040755968540906906,0.645,0.14814814814814814,0.07692307692307693,0.10126582278481013,0.44399688149688155,0.018533091992139816,0.021763889119029045
US1M_BOND_COVID200_daily_CNN_AE,US1M,COVID-19 market crash,cnn_autoencoder,arccosh,897,200,148,52,0.021999843418598175,0.585,0.030303030303030304,0.019230769230769232,0.023529411764705882,0.3082120582120582,0.009845088236033916,0.011775681748986244
