dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
USOIL,autoencoder,exponential,,0.0,0.029281899333000183,0.0,0.029281899333000183,128,0,1
