forecast_step,lstm_forecast_anomaly_score,fanogan_score,threshold,pred_label_user_0crash_1not
0,1.172876238822937,0.019232774153351784,0.13250195831060402,1
1,1.139574408531189,0.017059549689292908,0.13250195831060402,1
2,1.1121594905853271,0.01742318831384182,0.13250195831060402,1
3,1.0885508060455322,0.018363438546657562,0.13250195831060402,1
4,1.0675450563430786,0.01764090545475483,0.13250195831060402,1
5,1.0485371351242065,0.01633015088737011,0.13250195831060402,1
6,1.031245231628418,0.015591602772474289,0.13250195831060402,1
7,1.0155218839645386,0.016510969027876854,0.13250195831060402,1
8,1.00125253200531,0.01693425513803959,0.13250195831060402,1
9,0.988315761089325,0.01481653656810522,0.13250195831060402,1
10,0.9765768051147461,0.012614564038813114,0.13250195831060402,1
11,0.9658924341201782,0.009389609098434448,0.13250195831060402,1
12,0.9561197757720947,0.009580058045685291,0.13250195831060402,1
13,0.9471228718757629,0.008780734613537788,0.13250195831060402,1
14,0.9387770295143127,0.008708341978490353,0.13250195831060402,1
15,0.9309706687927246,0.008365094661712646,0.13250195831060402,1
16,0.9236061573028564,0.008374341763556004,0.13250195831060402,1
17,0.9165989756584167,0.008275963366031647,0.13250195831060402,1
18,0.9098772406578064,0.007502103690057993,0.13250195831060402,1
19,0.9033804535865784,0.0078096636570990086,0.13250195831060402,1
20,0.897058367729187,0.008929471485316753,0.13250195831060402,1
21,0.8908698558807373,0.009760628454387188,0.13250195831060402,1
22,0.8847815990447998,0.009608947671949863,0.13250195831060402,1
23,0.8787672519683838,0.007357768714427948,0.13250195831060402,1
24,0.872806191444397,0.0069893728941679,0.13250195831060402,1
25,0.866882860660553,0.008105301298201084,0.13250195831060402,1
26,0.860985517501831,0.00914066843688488,0.13250195831060402,1
27,0.855105996131897,0.006513319443911314,0.13250195831060402,1
28,0.8492386341094971,0.0072943647392094135,0.13250195831060402,1
29,0.8433797955513,0.007647932041436434,0.13250195831060402,1
30,0.8375278115272522,0.007237759884446859,0.13250195831060402,1
31,0.8316816687583923,0.008359062485396862,0.13250195831060402,1
32,0.8258418440818787,0.007607887499034405,0.13250195831060402,1
33,0.8200087547302246,0.00707998126745224,0.13250195831060402,1
34,0.8141836524009705,0.006755037698894739,0.13250195831060402,1
35,0.8083678483963013,0.006577538326382637,0.13250195831060402,1
36,0.802562415599823,0.006477976217865944,0.13250195831060402,1
37,0.7967686653137207,0.006472866050899029,0.13250195831060402,1
38,0.7909876704216003,0.006473412737250328,0.13250195831060402,1
39,0.785220205783844,0.006642045918852091,0.13250195831060402,1
40,0.7794669270515442,0.006836637854576111,0.13250195831060402,1
41,0.7737281322479248,0.006831623148173094,0.13250195831060402,1
42,0.7680040001869202,0.006950494833290577,0.13250195831060402,1
43,0.7622942924499512,0.007051180582493544,0.13250195831060402,1
44,0.7565985918045044,0.007107711397111416,0.13250195831060402,1
45,0.7509163618087769,0.00712357135489583,0.13250195831060402,1
46,0.7452467083930969,0.007138139568269253,0.13250195831060402,1
47,0.7395884990692139,0.007180736865848303,0.13250195831060402,1
48,0.7339407205581665,0.007184642367064953,0.13250195831060402,1
49,0.7283018231391907,0.007193149067461491,0.13250195831060402,1
50,0.7226704955101013,0.0072072939947247505,0.13250195831060402,1
51,0.7170449495315552,0.007217725273221731,0.13250195831060402,1
52,0.7114236950874329,0.007234465330839157,0.13250195831060402,1
53,0.7058048248291016,0.00723971426486969,0.13250195831060402,1
54,0.700186550617218,0.0072546363808214664,0.13250195831060402,1
55,0.6945670247077942,0.007257559336721897,0.13250195831060402,1
56,0.6889442205429077,0.007267299573868513,0.13250195831060402,1
57,0.6833163499832153,0.007273024879395962,0.13250195831060402,1
58,0.6776813268661499,0.007281886879354715,0.13250195831060402,1
59,0.6720372438430786,0.007285390514880419,0.13250195831060402,1
60,0.6663820743560791,0.007303991820663214,0.13250195831060402,1
61,0.6607138514518738,0.007317709270864725,0.13250195831060402,1
62,0.6550304889678955,0.007331664673984051,0.13250195831060402,1
63,0.6493301391601562,0.007354141212999821,0.13250195831060402,1
64,0.6436107158660889,0.007379950489848852,0.13250195831060402,1
65,0.6378703117370605,0.0074008493684232235,0.13250195831060402,1
66,0.6321069002151489,0.007427755277603865,0.13250195831060402,1
67,0.6263185739517212,0.007461055647581816,0.13250195831060402,1
68,0.6205031871795654,0.007506138179451227,0.13250195831060402,1
69,0.6146589517593384,0.007553585804998875,0.13250195831060402,1
70,0.6087838411331177,0.007597988937050104,0.13250195831060402,1
71,0.6028759479522705,0.007651095278561115,0.13250195831060402,1
72,0.5969333648681641,0.007695492822676897,0.13250195831060402,1
73,0.590954065322876,0.007730819284915924,0.13250195831060402,1
74,0.5849361419677734,0.007756837178021669,0.13250195831060402,1
75,0.5788776874542236,0.0077901920303702354,0.13250195831060402,1
76,0.5727767944335938,0.007822759449481964,0.13250195831060402,1
77,0.566631555557251,0.007848373614251614,0.13250195831060402,1
78,0.5604400634765625,0.007872380316257477,0.13250195831060402,1
79,0.5542004108428955,0.007897552102804184,0.13250195831060402,1
80,0.5479105710983276,0.007922346703708172,0.13250195831060402,1
81,0.5415688753128052,0.007936716079711914,0.13250195831060402,1
82,0.5351732969284058,0.007950880564749241,0.13250195831060402,1
83,0.5287220478057861,0.00797672476619482,0.13250195831060402,1
84,0.522213339805603,0.007995311170816422,0.13250195831060402,1
85,0.5156451463699341,0.008025004528462887,0.13250195831060402,1
86,0.5090158581733704,0.008051024749875069,0.13250195831060402,1
87,0.5023236274719238,0.008077621459960938,0.13250195831060402,1
88,0.4955666661262512,0.008103379979729652,0.13250195831060402,1
89,0.4887433350086212,0.008122286759316921,0.13250195831060402,1
90,0.48185187578201294,0.008141431957483292,0.13250195831060402,1
91,0.47489070892333984,0.008159434422850609,0.13250195831060402,1
92,0.46785831451416016,0.008173718117177486,0.13250195831060402,1
93,0.46075308322906494,0.008197345770895481,0.13250195831060402,1
94,0.45357370376586914,0.00822413433343172,0.13250195831060402,1
95,0.4463186264038086,0.008247940801084042,0.13250195831060402,1
96,0.43898677825927734,0.008269361220300198,0.13250195831060402,1
97,0.43157678842544556,0.008284064009785652,0.13250195831060402,1
98,0.42408791184425354,0.008308316580951214,0.13250195831060402,1
99,0.41651880741119385,0.00832713395357132,0.13250195831060402,1
100,0.40886902809143066,0.00834688637405634,0.13250195831060402,1
101,0.4011378586292267,0.008357533253729343,0.13250195831060402,1
102,0.3933248221874237,0.008367977105081081,0.13250195831060402,1
103,0.3854296803474426,0.008381075225770473,0.13250195831060402,1
104,0.37745237350463867,0.0084008127450943,0.13250195831060402,1
105,0.36939311027526855,0.008410143665969372,0.13250195831060402,1
106,0.36125248670578003,0.008425756357610226,0.13250195831060402,1
107,0.3530311584472656,0.008428163826465607,0.13250195831060402,1
108,0.3447301387786865,0.008436365984380245,0.13250195831060402,1
109,0.33635109663009644,0.008443737402558327,0.13250195831060402,1
110,0.3278955817222595,0.008442526683211327,0.13250195831060402,1
111,0.31936585903167725,0.008453396148979664,0.13250195831060402,1
112,0.31076472997665405,0.008460343815386295,0.13250195831060402,1
113,0.30209529399871826,0.008453971706330776,0.13250195831060402,1
114,0.29336094856262207,0.008450619876384735,0.13250195831060402,1
115,0.28456634283065796,0.008448740467429161,0.13250195831060402,1
116,0.27571606636047363,0.008440514095127583,0.13250195831060402,1
117,0.26681554317474365,0.008432191796600819,0.13250195831060402,1
118,0.25787097215652466,0.008424108847975731,0.13250195831060402,1
119,0.24888914823532104,0.00840749591588974,0.13250195831060402,1
120,0.23987776041030884,0.008391216397285461,0.13250195831060402,1
121,0.23084533214569092,0.008377274498343468,0.13250195831060402,1
122,0.2218010425567627,0.00836432259529829,0.13250195831060402,1
123,0.21275508403778076,0.008340710774064064,0.13250195831060402,1
124,0.20371854305267334,0.008308248594403267,0.13250195831060402,1
125,0.19470345973968506,0.008264828473329544,0.13250195831060402,1
126,0.18572288751602173,0.008217556402087212,0.13250195831060402,1
127,0.1767907738685608,0.008184297941625118,0.13250195831060402,1
128,0.1679222583770752,0.008154588751494884,0.13250195831060402,1
129,0.15913331508636475,0.008114015683531761,0.13250195831060402,1
130,0.1504412293434143,0.008060802705585957,0.13250195831060402,1
131,0.1418636441230774,0.008000092580914497,0.13250195831060402,1
132,0.13341999053955078,0.007953161373734474,0.13250195831060402,1
133,0.12512993812561035,0.00790403876453638,0.13250195831060402,1
134,0.11701452732086182,0.007831910625100136,0.13250195831060402,1
135,0.10909515619277954,0.007678790483623743,0.13250195831060402,1
136,0.1013941764831543,0.0075124348513782024,0.13250195831060402,1
137,0.09393459558486938,0.007318839430809021,0.13250195831060402,1
138,0.08673948049545288,0.007174163591116667,0.13250195831060402,1
139,0.07983273267745972,0.007088068872690201,0.13250195831060402,1
140,0.0732378363609314,0.007042221259325743,0.13250195831060402,1
141,0.0669785737991333,0.00690590962767601,0.13250195831060402,1
142,0.06107819080352783,0.006786210462450981,0.13250195831060402,1
143,0.055559635162353516,0.006676467601209879,0.13250195831060402,1
144,0.0504450798034668,0.006570096593350172,0.13250195831060402,1
145,0.04575526714324951,0.0064908284693956375,0.13250195831060402,1
146,0.041510164737701416,0.006402167491614819,0.13250195831060402,1
147,0.03772789239883423,0.006219568662345409,0.13250195831060402,1
148,0.034424662590026855,0.005987928248941898,0.13250195831060402,1
149,0.031614601612091064,0.005781902465969324,0.13250195831060402,1
150,0.029309451580047607,0.005478771403431892,0.13250195831060402,1
151,0.027518033981323242,0.005195199977606535,0.13250195831060402,1
152,0.026246488094329834,0.0051122987642884254,0.13250195831060402,1
153,0.025497734546661377,0.005158782470971346,0.13250195831060402,1
154,0.02527087926864624,0.0053257327526807785,0.13250195831060402,1
155,0.025562167167663574,0.005490287207067013,0.13250195831060402,1
156,0.026363611221313477,0.0057035526260733604,0.13250195831060402,1
157,0.027663469314575195,0.006008130963891745,0.13250195831060402,1
158,0.029446423053741455,0.006299709435552359,0.13250195831060402,1
159,0.031693220138549805,0.006519614718854427,0.13250195831060402,1
160,0.03438091278076172,0.006711686495691538,0.13250195831060402,1
161,0.03748273849487305,0.0068425885401666164,0.13250195831060402,1
162,0.04096871614456177,0.007075110916048288,0.13250195831060402,1
163,0.04480552673339844,0.007334815803915262,0.13250195831060402,1
164,0.048956990242004395,0.007765264715999365,0.13250195831060402,1
165,0.053384244441986084,0.008661922998726368,0.13250195831060402,1
