dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
EURUSD,dagmm,exponential,,0.0,-5.273865699768066,0.0,-5.273865699768066,132,0,1
