stock_name,method,n_train_normal,n_test_total,n_test_normal,n_test_crash,threshold,accuracy,precision,recall,f1,auc,mean_train_score,mean_test_score
US30Y_BOND_COVID200_daily,arctan,897,200,148,52,0.036461054533720005,0.685,0.0,0.0,0.0,0.4018970893970894,0.017353909694949952,0.017039841532241553
US30Y_BOND_COVID200_daily,arccosh,897,200,148,52,0.06660523414611814,0.695,0.0,0.0,0.0,0.34732328482328484,0.03259756747496168,0.0324408096447587
US30Y_BOND_COVID200_daily,cosine,897,200,148,52,0.16401299834251404,0.675,0.0,0.0,0.0,0.27975571725571724,0.09172451719558625,0.09230921015143395
US30Y_BOND_COVID200_daily,exponential,897,200,148,52,0.28790891170501687,0.65,0.0,0.0,0.0,0.24090436590436592,0.1646509334619428,0.16156986624002456
