dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
EURUSD,isolation_forest,exponential,,0.0,0.5033402450160823,0.0,0.5033402450160823,132,0,1
