dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
GOLD,omnianomaly,exponential,,0.0,0.2119055986404419,0.0,0.2119055986404419,128,0,1
