dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
GOLD,dagmm,exponential,,0.0,-7.478357315063477,0.0,-7.478357315063477,128,0,1
