dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
EURUSD,standalone_fanogan,exponential,,0.0,0.10044671829363191,0.04375195973773899,0.18634240850806236,132,0,908
