dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
GOLD,isolation_forest,exponential,,0.0,0.5030090573606105,0.0,0.5030090573606105,128,0,1
