forecast_step,lstm_forecast_anomaly_score,fanogan_score,threshold,pred_label_user_0crash_1not
0,1.359451174736023,0.018382346257567406,0.06011297460645437,1
1,1.361726999282837,0.017239723354578018,0.06011297460645437,1
2,1.3624353408813477,0.0177764855325222,0.06011297460645437,1
3,1.3620468378067017,0.019338468089699745,0.06011297460645437,1
4,1.3609516620635986,0.017867879942059517,0.06011297460645437,1
5,1.3594136238098145,0.0192104522138834,0.06011297460645437,1
6,1.357588529586792,0.022459443658590317,0.06011297460645437,1
7,1.355558156967163,0.025717055425047874,0.06011297460645437,1
8,1.3533623218536377,0.023858221247792244,0.06011297460645437,1
9,1.3510195016860962,0.021147336810827255,0.06011297460645437,1
10,1.3485395908355713,0.020191974937915802,0.06011297460645437,1
11,1.3459304571151733,0.0175519660115242,0.06011297460645437,1
12,1.343200445175171,0.016762005165219307,0.06011297460645437,1
13,1.3403583765029907,0.022742653265595436,0.06011297460645437,1
14,1.3374143838882446,0.019805872812867165,0.06011297460645437,1
15,1.3343783617019653,0.02443588711321354,0.06011297460645437,1
16,1.3312599658966064,0.022683357819914818,0.06011297460645437,1
17,1.3280686140060425,0.020993957296013832,0.06011297460645437,1
18,1.3248127698898315,0.017991071566939354,0.06011297460645437,1
19,1.321500301361084,0.017269864678382874,0.06011297460645437,1
20,1.318138599395752,0.016464199870824814,0.06011297460645437,1
21,1.314733862876892,0.013664545491337776,0.06011297460645437,1
22,1.3112924098968506,0.013185229152441025,0.06011297460645437,1
23,1.3078193664550781,0.010380623862147331,0.06011297460645437,1
24,1.3043198585510254,0.008977810852229595,0.06011297460645437,1
25,1.3007982969284058,0.008917097933590412,0.06011297460645437,1
26,1.2972588539123535,0.006688056979328394,0.06011297460645437,1
27,1.2937051057815552,0.006277252454310656,0.06011297460645437,1
28,1.2901406288146973,0.00626853434368968,0.06011297460645437,1
29,1.2865686416625977,0.005815932061523199,0.06011297460645437,1
30,1.282991647720337,0.004201924428343773,0.06011297460645437,1
31,1.2794125080108643,0.009419065900146961,0.06011297460645437,1
32,1.2758336067199707,0.008901006542146206,0.06011297460645437,1
33,1.272256851196289,0.007772197015583515,0.06011297460645437,1
34,1.2686845064163208,0.00686930026859045,0.06011297460645437,1
35,1.2651182413101196,0.006398639641702175,0.06011297460645437,1
36,1.2615596055984497,0.006087415385991335,0.06011297460645437,1
37,1.2580102682113647,0.0058404551818966866,0.06011297460645437,1
38,1.2544714212417603,0.005638409405946732,0.06011297460645437,1
39,1.2509443759918213,0.0054842634126544,0.06011297460645437,1
40,1.2474303245544434,0.005356509704142809,0.06011297460645437,1
41,1.2439302206039429,0.005255053751170635,0.06011297460645437,1
42,1.2404448986053467,0.005167030729353428,0.06011297460645437,1
43,1.2369754314422607,0.005093045998364687,0.06011297460645437,1
44,1.2335224151611328,0.005032428540289402,0.06011297460645437,1
45,1.2300864458084106,0.004977000877261162,0.06011297460645437,1
46,1.226668357849121,0.004930286668241024,0.06011297460645437,1
47,1.2232685089111328,0.004894468002021313,0.06011297460645437,1
48,1.219887614250183,0.004865592811256647,0.06011297460645437,1
49,1.2165260314941406,0.004840000532567501,0.06011297460645437,1
50,1.213184118270874,0.0048173475079238415,0.06011297460645437,1
51,1.2098623514175415,0.004797997884452343,0.06011297460645437,1
52,1.2065609693527222,0.004782487638294697,0.06011297460645437,1
53,1.2032802104949951,0.004769079852849245,0.06011297460645437,1
54,1.200020432472229,0.004756561946123838,0.06011297460645437,1
55,1.1967817544937134,0.004748210310935974,0.06011297460645437,1
56,1.1935644149780273,0.004740290343761444,0.06011297460645437,1
57,1.19036865234375,0.004733372014015913,0.06011297460645437,1
58,1.1871944665908813,0.004727980587631464,0.06011297460645437,1
59,1.1840420961380005,0.004721703473478556,0.06011297460645437,1
60,1.1809115409851074,0.004718666896224022,0.06011297460645437,1
61,1.1778030395507812,0.0047151437029242516,0.06011297460645437,1
62,1.1747163534164429,0.004711473826318979,0.06011297460645437,1
63,1.171651840209961,0.004709188360720873,0.06011297460645437,1
64,1.168609380722046,0.004704928956925869,0.06011297460645437,1
65,1.1655889749526978,0.0047031487338244915,0.06011297460645437,1
66,1.1625906229019165,0.004699572920799255,0.06011297460645437,1
67,1.1596144437789917,0.004696561023592949,0.06011297460645437,1
68,1.1566601991653442,0.0046945782378315926,0.06011297460645437,1
69,1.1537280082702637,0.004692411981523037,0.06011297460645437,1
70,1.15081787109375,0.004690251313149929,0.06011297460645437,1
71,1.1479296684265137,0.004687169566750526,0.06011297460645437,1
72,1.1450634002685547,0.004686295986175537,0.06011297460645437,1
73,1.142218828201294,0.004684030078351498,0.06011297460645437,1
74,1.139396071434021,0.0046832808293402195,0.06011297460645437,1
75,1.1365950107574463,0.004682498052716255,0.06011297460645437,1
76,1.1338155269622803,0.004679656587541103,0.06011297460645437,1
77,1.1310575008392334,0.004678316880017519,0.06011297460645437,1
78,1.1283209323883057,0.0046776048839092255,0.06011297460645437,1
79,1.125605821609497,0.004675738047808409,0.06011297460645437,1
80,1.122911810874939,0.004675058647990227,0.06011297460645437,1
81,1.1202389001846313,0.004673998337239027,0.06011297460645437,1
82,1.1175870895385742,0.004672633484005928,0.06011297460645437,1
83,1.1149561405181885,0.00467211939394474,0.06011297460645437,1
84,1.1123460531234741,0.004670317284762859,0.06011297460645437,1
85,1.1097567081451416,0.00466980691999197,0.06011297460645437,1
86,1.1071878671646118,0.004668882582336664,0.06011297460645437,1
87,1.1046395301818848,0.004666936583817005,0.06011297460645437,1
88,1.1021114587783813,0.004667299333959818,0.06011297460645437,1
89,1.0996036529541016,0.0046663060784339905,0.06011297460645437,1
90,1.0971161127090454,0.004666220396757126,0.06011297460645437,1
91,1.0946483612060547,0.004665513057261705,0.06011297460645437,1
92,1.0922006368637085,0.004664278589189053,0.06011297460645437,1
93,1.0897725820541382,0.004662719089537859,0.06011297460645437,1
94,1.0873640775680542,0.004663678351789713,0.06011297460645437,1
95,1.084975242614746,0.004662492778152227,0.06011297460645437,1
96,1.0826056003570557,0.0046617621555924416,0.06011297460645437,1
97,1.0802552700042725,0.004660476930439472,0.06011297460645437,1
98,1.077924132347107,0.004661188460886478,0.06011297460645437,1
99,1.07561194896698,0.004660162143409252,0.06011297460645437,1
100,1.073318600654602,0.004659452475607395,0.06011297460645437,1
101,1.0710440874099731,0.004659728147089481,0.06011297460645437,1
102,1.0687881708145142,0.004659302532672882,0.06011297460645437,1
103,1.0665507316589355,0.00465976120904088,0.06011297460645437,1
104,1.0643316507339478,0.004658319987356663,0.06011297460645437,1
105,1.0621308088302612,0.004658030811697245,0.06011297460645437,1
106,1.0599480867385864,0.004658043850213289,0.06011297460645437,1
107,1.0577834844589233,0.00465741753578186,0.06011297460645437,1
108,1.0556366443634033,0.0046575539745390415,0.06011297460645437,1
109,1.053507685661316,0.00465728435665369,0.06011297460645437,1
110,1.0513962507247925,0.0046566505916416645,0.06011297460645437,1
111,1.049302339553833,0.004655304364860058,0.06011297460645437,1
112,1.0472259521484375,0.004655695520341396,0.06011297460645437,1
113,1.0451667308807373,0.004655003547668457,0.06011297460645437,1
114,1.0431246757507324,0.004655239172279835,0.06011297460645437,1
115,1.0410996675491333,0.0046549150720238686,0.06011297460645437,1
116,1.0390915870666504,0.004655585158616304,0.06011297460645437,1
117,1.0371003150939941,0.004655074793845415,0.06011297460645437,1
118,1.0351258516311646,0.004654580727219582,0.06011297460645437,1
119,1.033167839050293,0.0046543097123503685,0.06011297460645437,1
120,1.0312262773513794,0.004653903655707836,0.06011297460645437,1
121,1.0293010473251343,0.004654031712561846,0.06011297460645437,1
122,1.0273921489715576,0.0046539707109332085,0.06011297460645437,1
123,1.0254992246627808,0.004653868265450001,0.06011297460645437,1
124,1.0236223936080933,0.0046532656997442245,0.06011297460645437,1
125,1.0217615365982056,0.004652619361877441,0.06011297460645437,1
126,1.019916296005249,0.0046530370600521564,0.06011297460645437,1
127,1.0180867910385132,0.004652487114071846,0.06011297460645437,1
128,1.0162729024887085,0.004651850089430809,0.06011297460645437,1
129,1.0144745111465454,0.004651449155062437,0.06011297460645437,1
130,1.0126913785934448,0.004651876166462898,0.06011297460645437,1
131,1.0109235048294067,0.00465190876275301,0.06011297460645437,1
132,1.0091707706451416,0.004651466850191355,0.06011297460645437,1
133,1.0074331760406494,0.004651984665542841,0.06011297460645437,1
134,1.005710482597351,0.004651282913982868,0.06011297460645437,1
