stock_name,method,n_train_normal,n_test_total,n_test_normal,n_test_crash,threshold,accuracy,precision,recall,f1,auc,mean_train_score,mean_test_score
DAX_INDEX_Chinese_real_asset_market_crash,arccosh,354,158,53,105,0.06386655420064927,0.3291139240506329,0.46153846153846156,0.05714285714285714,0.1016949152542373,0.16208445642407904,0.03596367556496528,0.03960913360779044
