dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
EURUSD,one_class_svm,exponential,,0.0,-0.5199231901778405,0.0,-0.5199231901778405,132,0,1
