stock,excel,n_scores,n_tadgan_anomaly_windows,report,cosine_accuracy,cosine_precision_crash,cosine_recall_crash,cosine_f1_crash,cosine_auc_crash,cosine_tp_crash,cosine_fp_crash,cosine_tn_normal,cosine_fn_crash,cosine_n_samples,cosine_n_crash,cosine_n_normal,cosine_threshold,cosine_future_pred_crash_rate,exponential_accuracy,exponential_precision_crash,exponential_recall_crash,exponential_f1_crash,exponential_auc_crash,exponential_tp_crash,exponential_fp_crash,exponential_tn_normal,exponential_fn_crash,exponential_n_samples,exponential_n_crash,exponential_n_normal,exponential_threshold,exponential_future_pred_crash_rate,arctan_accuracy,arctan_precision_crash,arctan_recall_crash,arctan_f1_crash,arctan_auc_crash,arctan_tp_crash,arctan_fp_crash,arctan_tn_normal,arctan_fn_crash,arctan_n_samples,arctan_n_crash,arctan_n_normal,arctan_threshold,arctan_future_pred_crash_rate,arccosh_accuracy,arccosh_precision_crash,arccosh_recall_crash,arccosh_f1_crash,arccosh_auc_crash,arccosh_tp_crash,arccosh_fp_crash,arccosh_tn_normal,arccosh_fn_crash,arccosh_n_samples,arccosh_n_crash,arccosh_n_normal,arccosh_threshold,arccosh_future_pred_crash_rate,ensemble_accuracy,ensemble_precision_crash,ensemble_recall_crash,ensemble_f1_crash,ensemble_auc_crash,ensemble_tp_crash,ensemble_fp_crash,ensemble_tn_normal,ensemble_fn_crash,ensemble_n_samples,ensemble_n_crash,ensemble_n_normal,ensemble_future_pred_crash_rate,ensemble_threshold
US1M_BOND_COVID200_daily,D:\tadgan_gaf\f_anogan\market_crash-main\eurusd_1day\excel_hybrid_bond_1m30y\US1M_BOND_COVID200_daily_final2.xlsx,1029,95,D:\tadgan_gaf\f_anogan\market_crash-main\bond_1m_30y_compare_e20_daily\hybrid\US1M_BOND_COVID200_daily\hybrid_four_gaf_report.xlsx,0.585,0.0,0.0,0.0,0.3969034417826132,0,4,117,79,200,79,121,0.17443100586533544,0.97,0.525,0.1,0.02531645569620253,0.04040404040404041,0.4307982006486034,2,18,103,77,200,79,121,0.08201185613870617,0.065,0.61,1.0,0.012658227848101266,0.025,0.4647975729678836,1,0,121,78,200,79,121,0.05817502979189156,0.94,0.53,0.0,0.0,0.0,0.47222512815148027,0,15,106,79,200,79,121,0.09109233878552912,0.705,0.575,0.0,0.0,0.0,0.43027513338215295,0,6,115,79,200,79,121,0.0,2.2334880953993235
US30Y_BOND_COVID200_daily,D:\tadgan_gaf\f_anogan\market_crash-main\eurusd_1day\excel_hybrid_bond_1m30y\US30Y_BOND_COVID200_daily_final2.xlsx,1029,80,D:\tadgan_gaf\f_anogan\market_crash-main\bond_1m_30y_compare_e20_daily\hybrid\US30Y_BOND_COVID200_daily\hybrid_four_gaf_report.xlsx,0.7,0.0,0.0,0.0,0.3708802670004172,0,13,140,47,200,47,153,0.16691189259290695,0.0,0.745,0.0,0.0,0.0,0.46154915867056046,0,4,149,47,200,47,153,0.1501152440905571,0.0,0.735,0.0,0.0,0.0,0.4582116534557085,0,6,147,47,200,47,153,0.06011297460645437,0.0,0.66,0.0,0.0,0.0,0.3059379780280907,0,21,132,47,200,47,153,0.0795111171901226,0.0,0.725,0.0,0.0,0.0,0.38603810318453624,0,8,145,47,200,47,153,0.075,2.208647490363206
