event,asset,method,n,prevalence,auc,average_precision,quantile,threshold_from,threshold,accuracy,precision,recall,f1,false_alarm_rate,alarm_rate
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.9,control,0.567597,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.9,test,0.528462,0.503401,0.4,0.085714,0.141176,0.116883,0.102041
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.95,control,0.582159,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.95,test,0.532332,0.537415,0.625,0.071429,0.128205,0.038961,0.054422
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.975,control,0.586031,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.975,test,0.535708,0.52381,0.5,0.028571,0.054054,0.025974,0.027211
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.99,control,0.590442,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,isolation_forest,147,0.47619,0.37013,0.424096,0.99,test,0.539761,0.52381,0.5,0.014286,0.027778,0.012987,0.013605
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.7,control,0.211532,0.496599,0.484848,0.914286,0.633663,0.883117,0.897959
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.7,test,0.336717,0.619048,0.659091,0.414286,0.508772,0.194805,0.29932
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.75,control,0.228281,0.517007,0.496124,0.914286,0.643216,0.844156,0.877551
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.75,test,0.347913,0.612245,0.675676,0.357143,0.46729,0.155844,0.251701
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.8,control,0.24218,0.55102,0.516393,0.9,0.65625,0.766234,0.829932
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.8,test,0.358464,0.605442,0.7,0.3,0.42,0.116883,0.204082
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.85,control,0.255366,0.605442,0.552632,0.9,0.684783,0.662338,0.77551
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.85,test,0.379591,0.578231,0.681818,0.214286,0.326087,0.090909,0.14966
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.9,control,0.267087,0.646259,0.591837,0.828571,0.690476,0.519481,0.666667
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.9,test,0.398772,0.544218,0.6,0.128571,0.211765,0.077922,0.102041
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.95,control,0.345568,0.619048,0.684211,0.371429,0.481481,0.155844,0.258503
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.95,test,0.454531,0.52381,0.5,0.057143,0.102564,0.051948,0.054422
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.975,control,0.373718,0.591837,0.708333,0.242857,0.361702,0.090909,0.163265
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.975,test,0.479861,0.510204,0.25,0.014286,0.027027,0.038961,0.027211
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.99,control,0.386121,0.564626,0.65,0.185714,0.288889,0.090909,0.136054
Chinese,GOLD,omnianomaly,147,0.47619,0.690167,0.61719,0.99,test,0.482926,0.510204,0.0,0.0,0.0,0.025974,0.013605
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.7,control,-0.125734,0.537415,0.6,0.085714,0.15,0.051948,0.068027
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.7,test,-0.735251,0.55102,0.545455,0.342857,0.421053,0.25974,0.29932
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.75,control,-0.102737,0.55102,0.75,0.085714,0.153846,0.025974,0.054422
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.75,test,-0.562914,0.530612,0.513514,0.271429,0.35514,0.233766,0.251701
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.8,control,-0.049339,0.557823,0.857143,0.085714,0.155844,0.012987,0.047619
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.8,test,-0.503468,0.496599,0.433333,0.185714,0.26,0.220779,0.204082
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.85,control,0.029319,0.55102,1.0,0.057143,0.108108,0.0,0.027211
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.85,test,-0.455441,0.496599,0.409091,0.128571,0.195652,0.168831,0.14966
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.9,control,0.180358,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.9,test,-0.275277,0.503401,0.4,0.085714,0.141176,0.116883,0.102041
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.95,control,0.357573,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.95,test,-0.076673,0.55102,0.75,0.085714,0.153846,0.025974,0.054422
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.975,control,0.420192,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.975,test,0.058474,0.55102,1.0,0.057143,0.108108,0.0,0.027211
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.99,control,0.553271,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,one_class_svm,147,0.47619,0.601299,0.564323,0.99,test,0.26802,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.7,control,0.172715,0.482993,0.375,0.128571,0.191489,0.194805,0.163265
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.7,test,0.14088,0.455782,0.386364,0.242857,0.298246,0.350649,0.29932
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.75,control,0.181761,0.482993,0.363636,0.114286,0.173913,0.181818,0.14966
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.75,test,0.150625,0.462585,0.378378,0.2,0.261682,0.298701,0.251701
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.8,control,0.192728,0.47619,0.333333,0.1,0.153846,0.181818,0.142857
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.8,test,0.161335,0.469388,0.366667,0.157143,0.22,0.246753,0.204082
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.85,control,0.200013,0.469388,0.3,0.085714,0.133333,0.181818,0.136054
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.85,test,0.18135,0.482993,0.363636,0.114286,0.173913,0.181818,0.14966
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.9,control,0.22068,0.489796,0.307692,0.057143,0.096386,0.116883,0.088435
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.9,test,0.213269,0.489796,0.333333,0.071429,0.117647,0.12987,0.102041
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.95,control,0.253762,0.52381,0.5,0.057143,0.102564,0.051948,0.054422
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.95,test,0.2514,0.52381,0.5,0.057143,0.102564,0.051948,0.054422
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.975,control,0.265909,0.530612,0.6,0.042857,0.08,0.025974,0.034014
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.975,test,0.272135,0.537415,0.75,0.042857,0.081081,0.012987,0.027211
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.99,control,0.307689,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,standalone_fanogan,147,0.47619,0.329128,0.420687,0.99,test,0.308442,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.7,control,0.023958,0.37415,0.416667,0.785714,0.544554,1.0,0.897959
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.7,test,0.060296,0.37415,0.25,0.157143,0.192982,0.428571,0.29932
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.75,control,0.02481,0.37415,0.415385,0.771429,0.54,0.987013,0.884354
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.75,test,0.062191,0.394558,0.243243,0.128571,0.168224,0.363636,0.251701
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.8,control,0.026836,0.380952,0.416,0.742857,0.533333,0.948052,0.85034
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.8,test,0.064358,0.414966,0.233333,0.1,0.14,0.298701,0.204082
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.85,control,0.02876,0.394558,0.422764,0.742857,0.53886,0.922078,0.836735
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.85,test,0.066137,0.469388,0.318182,0.1,0.152174,0.194805,0.14966
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.9,control,0.031854,0.428571,0.436364,0.685714,0.533333,0.805195,0.748299
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.9,test,0.068351,0.489796,0.333333,0.071429,0.117647,0.12987,0.102041
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.95,control,0.038564,0.380952,0.384615,0.5,0.434783,0.727273,0.619048
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.95,test,0.073529,0.496599,0.25,0.028571,0.051282,0.077922,0.054422
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.975,control,0.04487,0.346939,0.324324,0.342857,0.333333,0.649351,0.503401
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.975,test,0.075102,0.510204,0.25,0.014286,0.027027,0.038961,0.027211
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.99,control,0.046779,0.367347,0.333333,0.328571,0.330935,0.597403,0.469388
Chinese,GOLD,tranad,147,0.47619,0.319666,0.378906,0.99,test,0.077437,0.510204,0.0,0.0,0.0,0.025974,0.013605
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.7,control,1.365483,0.47619,0.425532,0.285714,0.34188,0.350649,0.319728
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.7,test,1.382609,0.482993,0.431818,0.271429,0.333333,0.324675,0.29932
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.75,control,1.415306,0.489796,0.432432,0.228571,0.299065,0.272727,0.251701
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.75,test,1.413939,0.489796,0.432432,0.228571,0.299065,0.272727,0.251701
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.8,control,1.455901,0.530612,0.52381,0.157143,0.241758,0.12987,0.142857
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.8,test,1.436996,0.496599,0.433333,0.185714,0.26,0.220779,0.204082
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.85,control,1.470843,0.530612,0.526316,0.142857,0.224719,0.116883,0.129252
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.85,test,1.452726,0.537415,0.545455,0.171429,0.26087,0.12987,0.14966
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.9,control,1.495118,0.510204,0.4,0.057143,0.1,0.077922,0.068027
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.9,test,1.481701,0.544218,0.6,0.128571,0.211765,0.077922,0.102041
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.95,control,1.517883,0.52381,0.5,0.028571,0.054054,0.025974,0.027211
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.95,test,1.500424,0.510204,0.375,0.042857,0.076923,0.064935,0.054422
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.975,control,1.566898,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.975,test,1.523615,0.52381,0.5,0.028571,0.054054,0.025974,0.027211
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.99,control,1.675286,0.52381,0.0,0.0,0.0,0.0,0.0
Chinese,GOLD,usad,147,0.47619,0.593506,0.533527,0.99,test,1.561372,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.7,test,0.347577,0.52381,0.5,0.314286,0.385965,0.285714,0.29932
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.75,test,0.353053,0.544218,0.540541,0.285714,0.373832,0.220779,0.251701
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.8,test,0.365916,0.564626,0.6,0.257143,0.36,0.155844,0.204082
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.85,test,0.372846,0.55102,0.590909,0.185714,0.282609,0.116883,0.14966
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.9,test,0.391246,0.544218,0.6,0.128571,0.211765,0.077922,0.102041
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.95,test,0.417026,0.55102,0.75,0.085714,0.153846,0.025974,0.054422
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.975,test,0.445187,0.537415,0.75,0.042857,0.081081,0.012987,0.027211
Chinese,GOLD,vae,147,0.47619,0.594805,0.574756,0.99,test,0.469797,0.537415,1.0,0.028571,0.055556,0.0,0.013605
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.7,control,0.001434,0.486842,0.387097,0.169014,0.235294,0.234568,0.203947
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.7,test,0.000849,0.467105,0.391304,0.253521,0.307692,0.345679,0.302632
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.75,control,0.001691,0.506579,0.428571,0.169014,0.242424,0.197531,0.184211
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.75,test,0.001049,0.480263,0.394737,0.211268,0.275229,0.283951,0.25
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.8,control,0.001764,0.506579,0.428571,0.169014,0.242424,0.197531,0.184211
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.8,test,0.001455,0.486842,0.387097,0.169014,0.235294,0.234568,0.203947
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.85,control,0.002032,0.513158,0.444444,0.169014,0.244898,0.185185,0.177632
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.85,test,0.002499,0.539474,0.521739,0.169014,0.255319,0.135802,0.151316
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.9,control,0.002954,0.559211,0.611111,0.15493,0.247191,0.08642,0.118421
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.9,test,0.003345,0.559211,0.625,0.140845,0.229885,0.074074,0.105263
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.95,control,0.005197,0.572368,0.75,0.126761,0.216867,0.037037,0.078947
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.95,test,0.00684,0.572368,0.875,0.098592,0.177215,0.012346,0.052632
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.975,control,0.009203,0.578947,1.0,0.098592,0.179487,0.0,0.046053
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.975,test,0.022128,0.559211,1.0,0.056338,0.106667,0.0,0.026316
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.99,control,0.012612,0.565789,1.0,0.070423,0.131579,0.0,0.032895
Chinese,EURUSD,anomaly_transformer,152,0.467105,0.361155,0.477909,0.99,test,0.030576,0.546053,1.0,0.028169,0.054795,0.0,0.013158
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.7,test,0.059661,0.414474,0.304348,0.197183,0.239316,0.395062,0.302632
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.75,test,0.063992,0.427632,0.289474,0.15493,0.201835,0.333333,0.25
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.8,test,0.069023,0.447368,0.290323,0.126761,0.176471,0.271605,0.203947
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.85,test,0.074009,0.473684,0.304348,0.098592,0.148936,0.197531,0.151316
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.9,test,0.078314,0.506579,0.375,0.084507,0.137931,0.123457,0.105263
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.95,test,0.097832,0.519737,0.375,0.042254,0.075949,0.061728,0.052632
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.975,test,0.103452,0.532895,0.5,0.028169,0.053333,0.024691,0.026316
Chinese,EURUSD,autoencoder,152,0.467105,0.362893,0.409048,0.99,test,0.116826,0.532895,0.5,0.014085,0.027397,0.012346,0.013158
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.7,test,0.003535,0.480263,0.413043,0.267606,0.324786,0.333333,0.302632
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.75,test,0.003722,0.506579,0.447368,0.239437,0.311927,0.259259,0.25
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.8,test,0.003934,0.526316,0.483871,0.211268,0.294118,0.197531,0.203947
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.85,test,0.005109,0.552632,0.565217,0.183099,0.276596,0.123457,0.151316
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.9,test,0.007028,0.572368,0.6875,0.15493,0.252874,0.061728,0.105263
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.95,test,0.007654,0.572368,0.875,0.098592,0.177215,0.012346,0.052632
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.975,test,0.010939,0.559211,1.0,0.056338,0.106667,0.0,0.026316
Chinese,EURUSD,cnn_autoencoder,152,0.467105,0.503391,0.539156,0.99,test,0.01263,0.546053,1.0,0.028169,0.054795,0.0,0.013158
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.7,control,-3.528515,0.447368,0.425287,0.521127,0.468354,0.617284,0.572368
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.7,test,-2.446165,0.532895,0.5,0.323944,0.393162,0.283951,0.302632
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.75,control,-2.279564,0.532895,0.5,0.309859,0.382609,0.271605,0.289474
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.75,test,-1.792181,0.519737,0.473684,0.253521,0.330275,0.246914,0.25
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.8,control,-1.134894,0.519737,0.466667,0.197183,0.277228,0.197531,0.197368
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.8,test,-1.219226,0.513158,0.451613,0.197183,0.27451,0.209877,0.203947
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.85,control,-0.092474,0.506579,0.416667,0.140845,0.210526,0.17284,0.157895
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.85,test,0.183,0.513158,0.434783,0.140845,0.212766,0.160494,0.151316
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.9,control,1.677318,0.5,0.352941,0.084507,0.136364,0.135802,0.111842
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.9,test,2.247797,0.506579,0.375,0.084507,0.137931,0.123457,0.105263
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.95,control,5.793731,0.513158,0.0,0.0,0.0,0.037037,0.019737
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.95,test,3.58286,0.506579,0.25,0.028169,0.050633,0.074074,0.052632
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.975,control,12.777149,0.532895,0.0,0.0,0.0,0.0,0.0
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.975,test,4.19415,0.506579,0.0,0.0,0.0,0.049383,0.026316
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.99,control,14.781292,0.532895,0.0,0.0,0.0,0.0,0.0
Chinese,EURUSD,dagmm,152,0.467105,0.461137,0.44538,0.99,test,6.724585,0.519737,0.0,0.0,0.0,0.024691,0.013158
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.7,control,0.000288,0.552632,0.56,0.197183,0.291667,0.135802,0.164474
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.7,test,0.000217,0.546053,0.521739,0.338028,0.410256,0.271605,0.302632
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.75,control,0.000319,0.572368,0.666667,0.169014,0.269663,0.074074,0.118421
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.75,test,0.000232,0.559211,0.552632,0.295775,0.385321,0.209877,0.25
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.8,control,0.000353,0.572368,0.714286,0.140845,0.235294,0.049383,0.092105
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.8,test,0.000263,0.552632,0.548387,0.239437,0.333333,0.17284,0.203947
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.85,control,0.000419,0.552632,0.714286,0.070423,0.128205,0.024691,0.046053
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.85,test,0.000296,0.552632,0.565217,0.183099,0.276596,0.123457,0.151316
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.9,control,0.000468,0.552632,0.8,0.056338,0.105263,0.012346,0.032895
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.9,test,0.000341,0.559211,0.625,0.140845,0.229885,0.074074,0.105263
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.95,control,0.000534,0.546053,1.0,0.028169,0.054795,0.0,0.013158
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.95,test,0.000402,0.546053,0.625,0.070423,0.126582,0.037037,0.052632
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.975,control,0.000576,0.539474,1.0,0.014085,0.027778,0.0,0.006579
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.975,test,0.000494,0.546053,0.75,0.042254,0.08,0.012346,0.026316
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.99,control,0.000698,0.539474,1.0,0.014085,0.027778,0.0,0.006579
Chinese,EURUSD,deep_svdd,152,0.467105,0.503565,0.537598,0.99,test,0.000542,0.546053,1.0,0.028169,0.054795,0.0,0.013158
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.7,control,0.149828,0.467105,0.222222,0.056338,0.089888,0.17284,0.118421
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.7,test,0.106429,0.453947,0.369565,0.239437,0.290598,0.358025,0.302632
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.75,control,0.156685,0.467105,0.142857,0.028169,0.047059,0.148148,0.092105
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.75,test,0.112302,0.467105,0.368421,0.197183,0.256881,0.296296,0.25
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.8,control,0.165479,0.480263,0.1,0.014085,0.024691,0.111111,0.065789
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.8,test,0.127151,0.460526,0.322581,0.140845,0.196078,0.259259,0.203947
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.85,control,0.177757,0.493421,0.125,0.014085,0.025316,0.08642,0.052632
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.85,test,0.138836,0.473684,0.304348,0.098592,0.148936,0.197531,0.151316
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.9,control,0.198462,0.5,0.142857,0.014085,0.025641,0.074074,0.046053
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.9,test,0.153772,0.467105,0.1875,0.042254,0.068966,0.160494,0.105263
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.95,control,0.243971,0.506579,0.0,0.0,0.0,0.049383,0.026316
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.95,test,0.178668,0.493421,0.125,0.014085,0.025316,0.08642,0.052632
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.975,control,0.262981,0.513158,0.0,0.0,0.0,0.037037,0.019737
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.975,test,0.2336,0.506579,0.0,0.0,0.0,0.049383,0.026316
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.99,control,0.347042,0.526316,0.0,0.0,0.0,0.012346,0.006579
Chinese,EURUSD,hybrid2,152,0.467105,0.417145,0.402961,0.99,test,0.291656,0.519737,0.0,0.0,0.0,0.024691,0.013158
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.7,control,0.525589,0.5,0.419355,0.183099,0.254902,0.222222,0.203947
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.7,test,0.50976,0.440789,0.347826,0.225352,0.273504,0.37037,0.302632
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.75,control,0.532527,0.506579,0.423077,0.15493,0.226804,0.185185,0.171053
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.75,test,0.514365,0.453947,0.342105,0.183099,0.238532,0.308642,0.25
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.8,control,0.538408,0.5,0.368421,0.098592,0.155556,0.148148,0.125
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.8,test,0.527045,0.5,0.419355,0.183099,0.254902,0.222222,0.203947
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.85,control,0.541069,0.486842,0.266667,0.056338,0.093023,0.135802,0.098684
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.85,test,0.5356,0.5,0.391304,0.126761,0.191489,0.17284,0.151316
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.9,control,0.548158,0.486842,0.181818,0.028169,0.04878,0.111111,0.072368
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.9,test,0.540637,0.493421,0.3125,0.070423,0.114943,0.135802,0.105263
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.95,control,0.55841,0.5,0.142857,0.014085,0.025641,0.074074,0.046053
Chinese,EURUSD,isolation_forest,152,0.467105,0.335768,0.38393,0.95,test,0.554228,0.506579,0.25,0.028169,0.050633,0.074074,0.052632
