event,asset,method,n,prevalence,auc,average_precision,quantile,threshold_from,threshold,accuracy,precision,recall,f1,false_alarm_rate,alarm_rate
COVID-19,EURUSD,isolation_forest,152,0.486842,0.585586,0.546255,0.99,test,0.585112,0.513158,0.5,0.013514,0.026316,0.012821,0.013158
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.7,control,0.268266,0.546053,0.518797,0.932432,0.666667,0.820513,0.875
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.7,test,0.402872,0.447368,0.391304,0.243243,0.3,0.358974,0.302632
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.75,control,0.287811,0.532895,0.513274,0.783784,0.620321,0.705128,0.743421
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.75,test,0.411019,0.407895,0.289474,0.148649,0.196429,0.346154,0.25
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.8,control,0.31251,0.506579,0.494845,0.648649,0.561404,0.628205,0.638158
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.8,test,0.425664,0.375,0.16129,0.067568,0.095238,0.333333,0.203947
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.85,control,0.332815,0.532895,0.518072,0.581081,0.547771,0.512821,0.546053
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.85,test,0.452573,0.388158,0.086957,0.027027,0.041237,0.269231,0.151316
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.9,control,0.344708,0.513158,0.5,0.513514,0.506667,0.487179,0.5
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.9,test,0.475484,0.407895,0.0,0.0,0.0,0.205128,0.105263
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.95,control,0.364838,0.526316,0.515152,0.459459,0.485714,0.410256,0.434211
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.95,test,0.507188,0.460526,0.0,0.0,0.0,0.102564,0.052632
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.975,control,0.378319,0.526316,0.515625,0.445946,0.478261,0.397436,0.421053
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.975,test,0.547953,0.486842,0.0,0.0,0.0,0.051282,0.026316
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.99,control,0.391287,0.480263,0.454545,0.337838,0.387597,0.384615,0.361842
COVID-19,EURUSD,omnianomaly,152,0.486842,0.473666,0.436539,0.99,test,0.553742,0.5,0.0,0.0,0.0,0.025641,0.013158
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.7,control,-0.100741,0.460526,0.413043,0.256757,0.316667,0.346154,0.302632
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.7,test,-0.084982,0.460526,0.413043,0.256757,0.316667,0.346154,0.302632
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.75,control,0.029074,0.447368,0.375,0.202703,0.263158,0.320513,0.263158
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.75,test,0.077273,0.460526,0.394737,0.202703,0.267857,0.294872,0.25
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.8,control,0.110442,0.467105,0.405405,0.202703,0.27027,0.282051,0.243421
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.8,test,0.220655,0.440789,0.322581,0.135135,0.190476,0.269231,0.203947
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.85,control,0.225965,0.434211,0.3,0.121622,0.173077,0.269231,0.197368
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.85,test,0.280823,0.467105,0.347826,0.108108,0.164948,0.192308,0.151316
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.9,control,0.426116,0.480263,0.352941,0.081081,0.131868,0.141026,0.111842
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.9,test,0.448577,0.473684,0.3125,0.067568,0.111111,0.141026,0.105263
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.95,control,0.734255,0.506579,0.4,0.027027,0.050633,0.038462,0.032895
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.95,test,0.585794,0.5,0.375,0.040541,0.073171,0.064103,0.052632
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.975,control,0.881573,0.5,0.25,0.013514,0.025641,0.038462,0.026316
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.975,test,0.798538,0.5,0.25,0.013514,0.025641,0.038462,0.026316
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.99,control,0.928465,0.506579,0.333333,0.013514,0.025974,0.025641,0.019737
COVID-19,EURUSD,one_class_svm,152,0.486842,0.458766,0.455782,0.99,test,0.989661,0.513158,0.5,0.013514,0.026316,0.012821,0.013158
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.7,control,0.149828,0.611842,0.567568,0.851351,0.681081,0.615385,0.730263
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.7,test,0.229012,0.513158,0.5,0.310811,0.383333,0.294872,0.302632
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.75,control,0.156685,0.585526,0.551402,0.797297,0.651934,0.615385,0.703947
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.75,test,0.251862,0.513158,0.5,0.256757,0.339286,0.24359,0.25
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.8,control,0.165479,0.565789,0.54,0.72973,0.62069,0.589744,0.657895
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.8,test,0.25919,0.480263,0.419355,0.175676,0.247619,0.230769,0.203947
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.85,control,0.177757,0.519737,0.505495,0.621622,0.557576,0.576923,0.598684
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.85,test,0.278704,0.493421,0.434783,0.135135,0.206186,0.166667,0.151316
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.9,control,0.198462,0.513158,0.5,0.513514,0.506667,0.487179,0.5
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.9,test,0.293006,0.473684,0.3125,0.067568,0.111111,0.141026,0.105263
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.95,control,0.243971,0.506579,0.487805,0.27027,0.347826,0.269231,0.269737
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.95,test,0.313853,0.473684,0.125,0.013514,0.02439,0.089744,0.052632
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.975,control,0.262981,0.493421,0.448276,0.175676,0.252427,0.205128,0.190789
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.975,test,0.338487,0.486842,0.0,0.0,0.0,0.051282,0.026316
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.99,control,0.347042,0.486842,0.0,0.0,0.0,0.051282,0.026316
COVID-19,EURUSD,standalone_fanogan,152,0.486842,0.556133,0.490508,0.99,test,0.367897,0.5,0.0,0.0,0.0,0.025641,0.013158
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.7,control,0.018821,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.7,test,0.093724,0.605263,0.652174,0.405405,0.5,0.205128,0.302632
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.75,control,0.020327,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.75,test,0.103045,0.578947,0.631579,0.324324,0.428571,0.179487,0.25
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.8,control,0.022042,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.8,test,0.117815,0.572368,0.645161,0.27027,0.380952,0.141026,0.203947
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.85,control,0.023644,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.85,test,0.130997,0.559211,0.652174,0.202703,0.309278,0.102564,0.151316
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.9,control,0.026876,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.9,test,0.138132,0.565789,0.75,0.162162,0.266667,0.051282,0.105263
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.95,control,0.029816,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.95,test,0.17885,0.552632,0.875,0.094595,0.170732,0.012821,0.052632
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.975,control,0.031949,0.486842,0.486842,1.0,0.654867,1.0,1.0
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.975,test,0.184451,0.526316,0.75,0.040541,0.076923,0.012821,0.026316
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.99,control,0.033975,0.493421,0.490066,1.0,0.657778,0.987179,0.993421
COVID-19,EURUSD,tranad,152,0.486842,0.690229,0.65986,0.99,test,0.188086,0.513158,0.5,0.013514,0.026316,0.012821,0.013158
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.7,control,1.379179,0.401316,0.0,0.0,0.0,0.217949,0.111842
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.7,test,1.320494,0.447368,0.391304,0.243243,0.3,0.358974,0.302632
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.75,control,1.400719,0.407895,0.0,0.0,0.0,0.205128,0.105263
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.75,test,1.329626,0.434211,0.342105,0.175676,0.232143,0.320513,0.25
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.8,control,1.44814,0.427632,0.0,0.0,0.0,0.166667,0.085526
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.8,test,1.338476,0.414474,0.258065,0.108108,0.152381,0.294872,0.203947
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.85,control,1.464146,0.440789,0.0,0.0,0.0,0.141026,0.072368
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.85,test,1.345776,0.401316,0.130435,0.040541,0.061856,0.25641,0.151316
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.9,control,1.499794,0.460526,0.0,0.0,0.0,0.102564,0.052632
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.9,test,1.404351,0.407895,0.0,0.0,0.0,0.205128,0.105263
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.95,control,1.551628,0.486842,0.0,0.0,0.0,0.051282,0.026316
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.95,test,1.498476,0.460526,0.0,0.0,0.0,0.102564,0.052632
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.975,control,1.565285,0.493421,0.0,0.0,0.0,0.038462,0.019737
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.975,test,1.540798,0.486842,0.0,0.0,0.0,0.051282,0.026316
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.99,control,1.581778,0.506579,0.0,0.0,0.0,0.012821,0.006579
COVID-19,EURUSD,usad,152,0.486842,0.435031,0.423303,0.99,test,1.577948,0.5,0.0,0.0,0.0,0.025641,0.013158
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.7,test,0.359637,0.565789,0.586957,0.364865,0.45,0.24359,0.302632
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.75,test,0.373687,0.565789,0.605263,0.310811,0.410714,0.192308,0.25
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.8,test,0.392585,0.559211,0.612903,0.256757,0.361905,0.153846,0.203947
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.85,test,0.407636,0.559211,0.652174,0.202703,0.309278,0.102564,0.151316
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.9,test,0.416604,0.552632,0.6875,0.148649,0.244444,0.064103,0.105263
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.95,test,0.464492,0.552632,0.875,0.094595,0.170732,0.012821,0.052632
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.975,test,0.511424,0.526316,0.75,0.040541,0.076923,0.012821,0.026316
COVID-19,EURUSD,vae,152,0.486842,0.64501,0.631972,0.99,test,0.587298,0.526316,1.0,0.027027,0.052632,0.0,0.013158
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.7,control,8.4e-05,0.872,0.915254,0.830769,0.870968,0.083333,0.472
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.7,test,0.002665,0.784,1.0,0.584615,0.737864,0.0,0.304
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.75,control,0.000398,0.856,0.960784,0.753846,0.844828,0.033333,0.408
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.75,test,0.00379,0.728,1.0,0.476923,0.645833,0.0,0.248
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.8,control,0.002495,0.792,1.0,0.6,0.75,0.0,0.312
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.8,test,0.00497,0.68,1.0,0.384615,0.555556,0.0,0.2
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.85,control,0.006235,0.616,1.0,0.261538,0.414634,0.0,0.136
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.85,test,0.005848,0.632,1.0,0.292308,0.452381,0.0,0.152
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.9,control,0.009815,0.512,1.0,0.061538,0.115942,0.0,0.032
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.9,test,0.006678,0.584,1.0,0.2,0.333333,0.0,0.104
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.95,control,0.015011,0.488,1.0,0.015385,0.030303,0.0,0.008
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.95,test,0.008262,0.536,1.0,0.107692,0.194444,0.0,0.056
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.975,control,0.023053,0.488,1.0,0.015385,0.030303,0.0,0.008
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.975,test,0.010187,0.512,1.0,0.061538,0.115942,0.0,0.032
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.99,control,0.027176,0.488,1.0,0.015385,0.030303,0.0,0.008
Russia-Ukraine,USOIL,anomaly_transformer,125,0.52,0.873333,0.924021,0.99,test,0.013379,0.496,1.0,0.030769,0.059701,0.0,0.016
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.7,control,0.121725,0.68,1.0,0.384615,0.555556,0.0,0.2
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.7,test,0.093757,0.784,1.0,0.584615,0.737864,0.0,0.304
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.75,control,0.139078,0.624,1.0,0.276923,0.433735,0.0,0.144
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.75,test,0.103399,0.728,1.0,0.476923,0.645833,0.0,0.248
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.8,control,0.182935,0.536,1.0,0.107692,0.194444,0.0,0.056
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.8,test,0.120284,0.68,1.0,0.384615,0.555556,0.0,0.2
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.85,control,0.246574,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.85,test,0.132572,0.632,1.0,0.292308,0.452381,0.0,0.152
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.9,control,0.281677,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.9,test,0.158925,0.584,1.0,0.2,0.333333,0.0,0.104
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.95,control,0.369417,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.95,test,0.184539,0.536,1.0,0.107692,0.194444,0.0,0.056
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.975,control,0.512833,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.975,test,0.195232,0.512,1.0,0.061538,0.115942,0.0,0.032
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.99,control,0.542555,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,autoencoder,125,0.52,0.841538,0.895001,0.99,test,0.19665,0.496,1.0,0.030769,0.059701,0.0,0.016
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.7,control,0.013651,0.528,0.8,0.123077,0.213333,0.033333,0.08
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.7,test,0.007699,0.608,0.710526,0.415385,0.524272,0.183333,0.304
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.75,control,0.014786,0.52,0.777778,0.107692,0.189189,0.033333,0.072
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.75,test,0.008139,0.584,0.709677,0.338462,0.458333,0.15,0.248
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.8,control,0.020076,0.504,1.0,0.046154,0.088235,0.0,0.024
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.8,test,0.009395,0.568,0.72,0.276923,0.4,0.116667,0.2
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.85,control,0.023029,0.504,1.0,0.046154,0.088235,0.0,0.024
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.85,test,0.010089,0.568,0.789474,0.230769,0.357143,0.066667,0.152
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.9,control,0.028847,0.504,1.0,0.046154,0.088235,0.0,0.024
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.9,test,0.011405,0.552,0.846154,0.169231,0.282051,0.033333,0.104
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.95,control,0.033712,0.504,1.0,0.046154,0.088235,0.0,0.024
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.95,test,0.015945,0.52,0.857143,0.092308,0.166667,0.016667,0.056
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.975,control,0.035896,0.496,1.0,0.030769,0.059701,0.0,0.016
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.975,test,0.019063,0.496,0.75,0.046154,0.086957,0.016667,0.032
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.99,control,0.042116,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,cnn_autoencoder,125,0.52,0.714359,0.7191,0.99,test,0.03746,0.496,1.0,0.030769,0.059701,0.0,0.016
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.7,control,-1.345261,0.64,0.954545,0.323077,0.482759,0.016667,0.176
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.7,test,-3.812504,0.736,0.921053,0.538462,0.679612,0.05,0.304
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.75,control,-0.018941,0.576,1.0,0.184615,0.311688,0.0,0.096
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.75,test,-3.099244,0.696,0.935484,0.446154,0.604167,0.033333,0.248
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.8,control,2.029581,0.536,1.0,0.107692,0.194444,0.0,0.056
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.8,test,-1.971419,0.664,0.96,0.369231,0.533333,0.016667,0.2
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.85,control,4.370696,0.488,1.0,0.015385,0.030303,0.0,0.008
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.85,test,-1.075438,0.632,1.0,0.292308,0.452381,0.0,0.152
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.9,control,8.042985,0.488,1.0,0.015385,0.030303,0.0,0.008
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.9,test,-0.071782,0.584,1.0,0.2,0.333333,0.0,0.104
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.95,control,18.745757,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.95,test,2.097576,0.536,1.0,0.107692,0.194444,0.0,0.056
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.975,control,24.168897,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.975,test,2.55745,0.512,1.0,0.061538,0.115942,0.0,0.032
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.99,control,25.056254,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,dagmm,125,0.52,0.764359,0.836435,0.99,test,2.720949,0.496,1.0,0.030769,0.059701,0.0,0.016
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.7,control,0.000646,0.712,0.754386,0.661538,0.704918,0.233333,0.456
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.7,test,0.000822,0.672,0.815789,0.476923,0.601942,0.116667,0.304
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.75,control,0.000749,0.704,0.791667,0.584615,0.672566,0.166667,0.384
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.75,test,0.000874,0.648,0.83871,0.4,0.541667,0.083333,0.248
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.8,control,0.000813,0.672,0.815789,0.476923,0.601942,0.116667,0.304
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.8,test,0.000919,0.616,0.84,0.323077,0.466667,0.066667,0.2
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.85,control,0.000844,0.664,0.828571,0.446154,0.58,0.1,0.28
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.85,test,0.001043,0.6,0.894737,0.261538,0.404762,0.033333,0.152
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.9,control,0.00096,0.608,0.833333,0.307692,0.449438,0.066667,0.192
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.9,test,0.001222,0.568,0.923077,0.184615,0.307692,0.016667,0.104
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.95,control,0.001067,0.6,0.941176,0.246154,0.390244,0.016667,0.136
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.95,test,0.001436,0.52,0.857143,0.092308,0.166667,0.016667,0.056
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.975,control,0.001212,0.576,0.928571,0.2,0.329114,0.016667,0.112
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.975,test,0.001515,0.496,0.75,0.046154,0.086957,0.016667,0.032
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.99,control,0.001383,0.52,0.857143,0.092308,0.166667,0.016667,0.056
Russia-Ukraine,USOIL,deep_svdd,125,0.52,0.794872,0.797094,0.99,test,0.001868,0.496,1.0,0.030769,0.059701,0.0,0.016
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.7,control,0.17614,0.664,1.0,0.353846,0.522727,0.0,0.184
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.7,test,0.132617,0.768,0.973684,0.569231,0.718447,0.016667,0.304
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.75,control,0.207618,0.632,1.0,0.292308,0.452381,0.0,0.152
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.75,test,0.147823,0.728,1.0,0.476923,0.645833,0.0,0.248
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.8,control,0.272424,0.528,1.0,0.092308,0.169014,0.0,0.048
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.8,test,0.168913,0.68,1.0,0.384615,0.555556,0.0,0.2
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.85,control,0.33816,0.512,1.0,0.061538,0.115942,0.0,0.032
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.85,test,0.205537,0.632,1.0,0.292308,0.452381,0.0,0.152
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.9,control,0.396864,0.488,1.0,0.015385,0.030303,0.0,0.008
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.9,test,0.227738,0.584,1.0,0.2,0.333333,0.0,0.104
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.95,control,0.450548,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.95,test,0.265824,0.536,1.0,0.107692,0.194444,0.0,0.056
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.975,control,0.502587,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.975,test,0.3659,0.512,1.0,0.061538,0.115942,0.0,0.032
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.99,control,0.547829,0.48,0.0,0.0,0.0,0.0,0.0
Russia-Ukraine,USOIL,hybrid2,125,0.52,0.817436,0.874142,0.99,test,0.393078,0.496,1.0,0.030769,0.059701,0.0,0.016
