dataset,method,mapping,auc_test,f1_test,train_score_mean,train_score_std,threshold_q95,n_test,n_crash,n_train
USOIL,dagmm,exponential,,0.0,-6.341764450073242,0.0,-6.341764450073242,128,0,1
